TAXPATH,RM1_S001__insert_5000,RM2_S001__insert_270,RH_S001__insert_270,RL_S001__insert_270,RH_S003__insert_270,RM2_S002__insert_270,RM1_S002__insert_5000,RH_S002__insert_270,RH_S004__insert_270,RH_S005__insert_270
46630,18923.0,57007.0,0.0,0.0,0.0,631455.0,209635.0,0.0,0.0,0.0
468,0.0,0.0,271488.0,0.0,103202.0,0.0,0.0,198119.0,58485.0,43115.0
481,331.0,998.0,9981.0,0.0,14372.0,498.0,165.0,18564.0,36927.0,32735.0
49546,80264.0,241805.0,1805180.0,23951.0,1523473.0,1567661.0,520443.0,1519469.0,1503347.0,1606822.0
506,0.0,0.0,82842.0,0.0,178957.0,0.0,0.0,196322.0,193920.0,159784.0
53434,0.0,0.0,28346.0,0.0,22756.0,0.0,0.0,28345.0,45411.0,60580.0
541000,0.0,0.0,67572.0,0.0,322582.0,0.0,0.0,188237.0,410796.0,254098.0
543,563.0,1697.0,356326.0,0.0,310502.0,529472.0,175778.0,348028.0,376462.0,381246.0
543310,0.0,0.0,232659.0,0.0,199617.0,0.0,0.0,197119.0,170765.0,114174.0
543347,389034.0,1171990.0,0.0,0.0,0.0,688730.0,228647.0,0.0,0.0,0.0
543350,347077.0,1045597.0,0.0,0.0,0.0,388170.0,128867.0,0.0,0.0,0.0
558415,0.0,0.0,10280.0,0.0,40023.0,0.0,0.0,50602.0,29542.0,25849.0
563798,0.0,0.0,229665.0,0.0,190134.0,0.0,0.0,206701.0,171962.0,201800.0
563835,0.0,0.0,60684.0,5212661.0,172368.0,0.0,0.0,131147.0,145314.0,183836.0
641,59121.0,178110.0,98114.0,0.0,79746.0,66058.0,21930.0,122663.0,88426.0,160782.0
68298,0.0,0.0,25751.0,0.0,62380.0,0.0,0.0,30641.0,45211.0,43115.0
69277,299158.0,901234.0,553553.0,0.0,347133.0,24647.0,8181.0,495646.0,266874.0,316274.0
72294,0.0,0.0,16868.0,0.0,23455.0,0.0,0.0,23954.0,18563.0,31138.0
75682,351386.0,1058577.0,291048.0,1870482.0,265091.0,88210.0,29283.0,345633.0,247812.0,290822.0
75787,0.0,0.0,15969.0,0.0,40422.0,0.0,0.0,44713.0,68265.0,40619.0
768649,0.0,0.0,0.0,1343358.0,0.0,0.0,0.0,0.0,0.0,0.0
76892,7854.0,23661.0,371291.0,0.0,483270.0,86815.0,28821.0,399524.0,491034.0,760697.0
80864,919280.0,2769395.0,1201521.0,85325.0,1200292.0,978415.0,324818.0,1343904.0,1223495.0,1201423.0
81852,33339.0,100436.0,26150.0,0.0,33635.0,23549.0,7818.0,36729.0,23753.0,20459.0
82115,1012804.0,3051138.0,1728818.0,0.0,1836570.0,390068.0,129497.0,1700118.0,2187008.0,2113721.0
83763,0.0,0.0,77653.0,0.0,36230.0,0.0,0.0,44115.0,22156.0,50600.0
83778,0.0,0.0,59088.0,0.0,38925.0,0.0,0.0,35631.0,27047.0,21357.0
84107,0.0,0.0,8184.0,0.0,14771.0,0.0,0.0,17965.0,43415.0,74952.0
84566,99518.0,299811.0,326581.0,0.0,355319.0,206159.0,68440.0,257902.0,312986.0,253998.0
84642,0.0,0.0,15271.0,0.0,19362.0,0.0,0.0,18763.0,23454.0,18463.0
84994,37780.0,113814.0,0.0,0.0,0.0,88212.0,29285.0,0.0,0.0,0.0
85015,394735.0,1189165.0,1202525.0,0.0,999979.0,85615.0,28423.0,1057959.0,1010519.0,876963.0
85016,403847.0,1216619.0,0.0,0.0,0.0,2546774.0,845495.0,0.0,0.0,0.0
85017,61608.0,185598.0,157003.0,0.0,129651.0,18560.0,6161.0,102003.0,91021.0,96210.0
85021,72046.0,217045.0,415014.0,3599554.0,388654.0,819753.0,272147.0,484267.0,313284.0,289926.0
85023,23264.0,70086.0,2430991.0,0.0,2511569.0,474489.0,157524.0,2474224.0,2596404.0,2500157.0
85025,22004.0,66291.0,328377.0,0.0,292536.0,2883161.0,957173.0,288942.0,313981.0,665786.0
85030,0.0,0.0,67471.0,0.0,40421.0,0.0,0.0,58686.0,34831.0,32036.0
85034,0.0,0.0,20860.0,0.0,17666.0,0.0,0.0,11877.0,45311.0,46807.0
89373,4671.0,14076.0,537883.0,0.0,423687.0,49793.0,16530.0,435459.0,406501.0,276152.0
90964,961.0,2895.0,21659.0,0.0,32537.0,8681.0,2882.0,25750.0,40421.0,39622.0
unclassified,22466841.0,67682800.0,71292882.0,73775545.0,71291576.0,71394757.0,23702135.0,71292338.0,71288784.0,71288568.0
