TAXPATH,RM1_S001__insert_5000,RM2_S001__insert_270,RH_S001__insert_270,RL_S001__insert_270,RH_S003__insert_270,RM2_S002__insert_270,RM1_S002__insert_5000,RH_S002__insert_270,RH_S004__insert_270,RH_S005__insert_270
1121432.1,0.0,0.0,18065.0,0.0,39225.0,0.0,0.0,22157.0,165975.0,113576.0
1121439.1,82155.0,247497.0,0.0,0.0,0.0,335585.0,111410.0,0.0,0.0,0.0
1121442.1,3413.0,10283.0,0.0,0.0,0.0,2985743.0,991229.0,0.0,0.0,0.0
1121449.1,0.0,0.0,374494.0,0.0,142826.0,0.0,0.0,262496.0,74953.0,74553.0
1121450.1,0.0,0.0,6088.0,0.0,48507.0,0.0,0.0,52100.0,74654.0,55390.0
1121452.1,0.0,0.0,2096.0,0.0,44714.0,0.0,0.0,5689.0,26448.0,25350.0
1121455.1,0.0,0.0,13973.0,0.0,48008.0,0.0,0.0,20660.0,140325.0,106590.0
1121457.1,0.0,0.0,48808.0,0.0,27048.0,0.0,0.0,37927.0,30440.0,22555.0
1121460.1,0.0,0.0,12077.0,0.0,15470.0,0.0,0.0,17965.0,18264.0,12575.0
1121463.1,0.0,0.0,236653.0,0.0,75256.0,0.0,0.0,121866.0,50401.0,32036.0
1121466.1,3115.0,9384.0,0.0,0.0,0.0,9380.0,3114.0,0.0,0.0,0.0
1121476.1,0.0,0.0,83442.0,0.0,79947.0,0.0,0.0,102203.0,52697.0,31338.0
1121477.1,0.0,0.0,34235.0,0.0,77451.0,0.0,0.0,81743.0,45710.0,49702.0
1121478.1,5501.0,16573.0,0.0,0.0,0.0,484269.0,160771.0,0.0,0.0,0.0
1121484.1,0.0,0.0,84341.0,0.0,69467.0,0.0,0.0,110687.0,36029.0,22156.0
1121868.1,0.0,0.0,19762.0,0.0,35631.0,0.0,0.0,66472.0,28644.0,54093.0
1121872.1,0.0,0.0,14572.0,0.0,20261.0,0.0,0.0,20859.0,23354.0,29641.0
1121872.2,0.0,0.0,82045.0,0.0,35532.0,0.0,0.0,55892.0,72558.0,46708.0
1121872.3,0.0,0.0,51902.0,0.0,23654.0,0.0,0.0,32936.0,17865.0,13972.0
1121872.4,0.0,0.0,8983.0,0.0,24453.0,0.0,0.0,25950.0,28644.0,30839.0
1121881.1,37780.0,113814.0,0.0,0.0,0.0,88212.0,29285.0,0.0,0.0,0.0
1121883.1,0.0,0.0,19463.0,0.0,27746.0,0.0,0.0,14372.0,16368.0,74453.0
1121884.1,0.0,0.0,0.0,165362.0,0.0,0.0,0.0,0.0,0.0,0.0
1121885.1,0.0,0.0,0.0,261666.0,0.0,0.0,0.0,0.0,0.0,0.0
1121911.1,563.0,1697.0,0.0,0.0,0.0,10777.0,3577.0,0.0,0.0,0.0
1121919.1,0.0,0.0,83342.0,0.0,122865.0,0.0,0.0,61681.0,91022.0,70361.0
1121942.1,0.0,0.0,34135.0,0.0,20161.0,0.0,0.0,29044.0,27146.0,20858.0
1121950.1,0.0,0.0,20461.0,0.0,64676.0,0.0,0.0,69965.0,41818.0,24052.0
1121955.1,0.0,0.0,87934.0,0.0,52699.0,0.0,0.0,90426.0,94814.0,61778.0
1121959.1,0.0,0.0,27847.0,0.0,23155.0,0.0,0.0,25550.0,26548.0,17365.0
1122133.1,0.0,0.0,25052.0,0.0,30841.0,0.0,0.0,30741.0,30839.0,34232.0
1122136.1,0.0,0.0,9981.0,0.0,14372.0,0.0,0.0,18564.0,36927.0,32735.0
1122148.1,0.0,0.0,15071.0,0.0,24752.0,0.0,0.0,21758.0,20260.0,29442.0
1122150.1,0.0,0.0,21958.0,0.0,23255.0,0.0,0.0,23355.0,42616.0,63774.0
1122151.1,0.0,0.0,7386.0,0.0,40322.0,0.0,0.0,26050.0,63775.0,52596.0
1122156.1,0.0,0.0,0.0,85325.0,0.0,0.0,0.0,0.0,0.0,0.0
1122159.1,0.0,0.0,45114.0,0.0,42219.0,0.0,0.0,25850.0,43215.0,24950.0
1122184.1,3479.0,10482.0,0.0,0.0,0.0,13171.0,4372.0,0.0,0.0,0.0
1122185.1,0.0,0.0,22856.0,0.0,12176.0,0.0,0.0,15769.0,16667.0,13673.0
1122187.1,0.0,0.0,0.0,79338.0,0.0,0.0,0.0,0.0,0.0,0.0
1122188.1,0.0,0.0,12576.0,0.0,33935.0,0.0,0.0,24053.0,46509.0,25350.0
1122189.1,0.0,0.0,69469.0,0.0,36629.0,0.0,0.0,43915.0,26647.0,26946.0
1122195.1,0.0,0.0,26749.0,0.0,197722.0,0.0,0.0,21957.0,103697.0,68764.0
1122206.1,0.0,0.0,53698.0,0.0,46910.0,0.0,0.0,43416.0,52297.0,57985.0
1122234.1,0.0,0.0,8783.0,0.0,10679.0,0.0,0.0,18664.0,26647.0,19062.0
1122930.1,0.0,0.0,32339.0,0.0,72960.0,0.0,0.0,137037.0,214480.0,134535.0
1122934.1,0.0,0.0,23455.0,0.0,18863.0,0.0,0.0,15370.0,18064.0,65670.0
1122945.1,0.0,0.0,177964.0,0.0,51501.0,0.0,0.0,94318.0,69164.0,50301.0
1122958.1,7854.0,23661.0,0.0,0.0,0.0,86815.0,28821.0,0.0,0.0,0.0
1122961.1,18923.0,57007.0,0.0,0.0,0.0,631455.0,209635.0,0.0,0.0,0.0
1122969.1,0.0,0.0,12276.0,0.0,17167.0,0.0,0.0,20959.0,117869.0,65471.0
1122991.1,0.0,0.0,16468.0,0.0,14172.0,0.0,0.0,15969.0,26148.0,29142.0
1123000.1,0.0,0.0,9581.0,0.0,114381.0,0.0,0.0,194826.0,85333.0,47606.0
1123003.1,276623.0,833345.0,0.0,0.0,0.0,94399.0,31339.0,0.0,0.0,0.0
1123006.1,0.0,0.0,9781.0,0.0,19862.0,0.0,0.0,30042.0,40620.0,25050.0
1123012.1,0.0,0.0,198326.0,0.0,94918.0,0.0,0.0,119370.0,80542.0,103895.0
1123014.1,0.0,0.0,8484.0,0.0,37927.0,0.0,0.0,20261.0,46509.0,31138.0
1123015.1,0.0,0.0,0.0,1456627.0,0.0,0.0,0.0,0.0,0.0,0.0
1123019.1,0.0,0.0,20062.0,0.0,35132.0,0.0,0.0,19163.0,49902.0,45809.0
1123022.1,0.0,0.0,9282.0,0.0,71163.0,0.0,0.0,44514.0,47906.0,53394.0
1123029.1,7224.0,21764.0,0.0,0.0,0.0,52288.0,17359.0,0.0,0.0,0.0
1123030.1,0.0,0.0,93024.0,0.0,118573.0,0.0,0.0,204307.0,73057.0,73954.0
1123031.1,0.0,0.0,12576.0,0.0,43616.0,0.0,0.0,8583.0,53695.0,41418.0
1123061.1,0.0,0.0,62482.0,0.0,50004.0,0.0,0.0,37328.0,31937.0,46907.0
1123064.1,0.0,0.0,40024.0,0.0,116277.0,0.0,0.0,61781.0,85233.0,48604.0
1123071.1,0.0,0.0,5789.0,0.0,9182.0,0.0,0.0,10479.0,27446.0,52097.0
1123231.1,0.0,0.0,21659.0,0.0,32537.0,0.0,0.0,25750.0,40421.0,39622.0
1123232.1,961.0,2895.0,0.0,0.0,0.0,8681.0,2882.0,0.0,0.0,0.0
1123238.1,0.0,0.0,11977.0,0.0,27247.0,0.0,0.0,43316.0,116073.0,100202.0
1123243.1,0.0,0.0,0.0,6804015.0,0.0,0.0,0.0,0.0,0.0,0.0
1123260.1,0.0,0.0,111090.0,0.0,78150.0,0.0,0.0,56890.0,66969.0,45909.0
1123264.1,0.0,0.0,37928.0,0.0,48507.0,0.0,0.0,20261.0,35131.0,24252.0
1123266.1,1329894.0,4006386.0,0.0,0.0,0.0,125532.0,41675.0,0.0,0.0,0.0
1123269.1,0.0,0.0,75757.0,0.0,67271.0,0.0,0.0,45313.0,41518.0,45011.0
1123271.1,0.0,0.0,28646.0,0.0,49704.0,0.0,0.0,27547.0,48305.0,42915.0
1123272.1,0.0,0.0,47310.0,0.0,122665.0,0.0,0.0,216684.0,84135.0,53095.0
1123280.1,0.0,0.0,24453.0,0.0,18564.0,0.0,0.0,19063.0,17964.0,17266.0
1123282.1,0.0,0.0,9482.0,0.0,219380.0,0.0,0.0,25051.0,128848.0,74253.0
1123293.1,0.0,0.0,20860.0,0.0,17666.0,0.0,0.0,11877.0,45311.0,46807.0
1123324.1,0.0,0.0,77653.0,0.0,36230.0,0.0,0.0,44115.0,22156.0,50600.0
1123349.1,0.0,0.0,0.0,161370.0,0.0,0.0,0.0,0.0,0.0,0.0
1123350.1,42353.0,127592.0,0.0,0.0,0.0,331394.0,110018.0,0.0,0.0,0.0
1123357.1,40133.0,120903.0,0.0,0.0,0.0,1995.0,662.0,0.0,0.0,0.0
1123358.1,33339.0,100436.0,0.0,0.0,0.0,23549.0,7818.0,0.0,0.0,0.0
1123369.1,0.0,0.0,70267.0,0.0,41221.0,0.0,0.0,55992.0,40121.0,44811.0
1123374.1,0.0,0.0,8284.0,0.0,39923.0,0.0,0.0,16168.0,42916.0,33833.0
1123380.1,0.0,0.0,51103.0,0.0,28844.0,0.0,0.0,29443.0,39223.0,84932.0
1123382.1,0.0,0.0,25751.0,0.0,62380.0,0.0,0.0,30641.0,45211.0,43115.0
1123404.1,0.0,0.0,22856.0,0.0,30142.0,0.0,0.0,28345.0,31737.0,21757.0
1123491.1,48119.0,144964.0,0.0,0.0,0.0,1097.0,364.0,0.0,0.0,0.0
1123492.1,11002.0,33146.0,0.0,0.0,0.0,64961.0,21566.0,0.0,0.0,0.0
1123496.1,0.0,0.0,40723.0,0.0,21758.0,0.0,0.0,32936.0,34432.0,89124.0
1123498.1,0.0,0.0,37629.0,0.0,22357.0,0.0,0.0,23255.0,25350.0,17565.0
1143711.1,2452.0,7387.0,0.0,0.0,0.0,15467.0,5134.0,0.0,0.0,0.0
114707.1,0.0,0.0,17367.0,0.0,16568.0,0.0,0.0,22057.0,28344.0,27046.0
1150508.1,0.0,0.0,56493.0,0.0,48008.0,0.0,0.0,36729.0,55391.0,57886.0
115783.1,0.0,0.0,23655.0,0.0,22057.0,0.0,0.0,25650.0,14671.0,17565.0
1167741.1,0.0,0.0,28945.0,0.0,44514.0,0.0,0.0,68169.0,50900.0,36029.0
1167741.2,0.0,0.0,21459.0,0.0,32138.0,0.0,0.0,34034.0,26248.0,16667.0
1167741.3,0.0,0.0,31540.0,0.0,80346.0,0.0,0.0,96514.0,52198.0,30839.0
1167741.4,0.0,0.0,21659.0,0.0,44714.0,0.0,0.0,29343.0,42516.0,34931.0
1167741.5,0.0,0.0,162693.0,0.0,153207.0,0.0,0.0,255110.0,160486.0,95611.0
1167741.6,0.0,0.0,144727.0,0.0,45513.0,0.0,0.0,83739.0,36528.0,29442.0
116849.1,0.0,0.0,21259.0,0.0,34434.0,0.0,0.0,24552.0,32935.0,29641.0
1172533.1,0.0,0.0,128058.0,0.0,62081.0,0.0,0.0,81044.0,37027.0,49103.0
1189325.1,0.0,0.0,10380.0,0.0,13474.0,0.0,0.0,14172.0,82937.0,50999.0
121821.1,2684.0,8086.0,0.0,0.0,0.0,18560.0,6161.0,0.0,0.0,0.0
1243042.1,0.0,0.0,30841.0,0.0,39225.0,0.0,0.0,18464.0,39023.0,24252.0
1255265.1,0.0,0.0,66774.0,0.0,112285.0,0.0,0.0,98411.0,95812.0,67367.0
1256701.1,0.0,0.0,45414.0,0.0,105997.0,0.0,0.0,38426.0,62278.0,42915.0
1256701.2,0.0,0.0,262804.0,0.0,87832.0,0.0,0.0,140630.0,49702.0,38324.0
1259470.1,0.0,0.0,326684.0,0.0,122166.0,0.0,0.0,226664.0,110484.0,61279.0
1259470.2,0.0,0.0,58290.0,0.0,70864.0,0.0,0.0,39823.0,79444.0,54392.0
1278652.1,0.0,0.0,46811.0,0.0,64576.0,0.0,0.0,29742.0,43215.0,29342.0
12916.1,0.0,0.0,11178.0,0.0,20560.0,0.0,0.0,19462.0,78546.0,89424.0
12916.2,0.0,0.0,43517.0,0.0,99909.0,0.0,0.0,63078.0,63076.0,45510.0
12916.3,0.0,0.0,16868.0,0.0,69866.0,0.0,0.0,12575.0,42417.0,32336.0
12916.4,0.0,0.0,5988.0,0.0,19762.0,0.0,0.0,20560.0,25749.0,20260.0
1294566.1,0.0,0.0,9981.0,0.0,31240.0,0.0,0.0,18564.0,21158.0,63475.0
129578.1,0.0,0.0,15271.0,0.0,19362.0,0.0,0.0,18763.0,23454.0,18463.0
130788.1,0.0,0.0,15271.0,0.0,11378.0,0.0,0.0,9681.0,19362.0,15170.0
136099.1,0.0,0.0,34634.0,0.0,38027.0,0.0,0.0,34034.0,23753.0,35629.0
13687.1,762.0,2296.0,29743.0,0.0,91125.0,315228.0,104652.0,28245.0,55391.0,44512.0
13687.10,0.0,0.0,25152.0,0.0,42618.0,0.0,0.0,23055.0,64673.0,40819.0
13687.11,0.0,0.0,21758.0,0.0,78649.0,0.0,0.0,55493.0,66070.0,41418.0
13687.12,0.0,0.0,77454.0,0.0,27547.0,0.0,0.0,45213.0,28344.0,78545.0
13687.13,0.0,0.0,18165.0,0.0,23954.0,0.0,0.0,18664.0,16068.0,36328.0
13687.14,0.0,0.0,54098.0,0.0,44215.0,0.0,0.0,56291.0,34632.0,62876.0
13687.15,0.0,0.0,43817.0,0.0,103402.0,0.0,0.0,32437.0,72458.0,68864.0
13687.16,0.0,0.0,48708.0,0.0,33835.0,0.0,0.0,52000.0,27745.0,17365.0
13687.17,0.0,0.0,40723.0,0.0,26150.0,0.0,0.0,32038.0,44413.0,74353.0
13687.18,0.0,0.0,45414.0,0.0,53298.0,0.0,0.0,54395.0,54194.0,50400.0
13687.19,0.0,0.0,67971.0,0.0,92323.0,0.0,0.0,53597.0,70661.0,55989.0
13687.2,16404.0,49419.0,29045.0,0.0,56691.0,5887.0,1954.0,16468.0,33135.0,26447.0
13687.20,0.0,0.0,52501.0,0.0,27347.0,0.0,0.0,31040.0,29642.0,57686.0
13687.21,0.0,0.0,6986.0,0.0,25451.0,0.0,0.0,28545.0,20260.0,12176.0
13687.22,0.0,0.0,10180.0,0.0,36230.0,0.0,0.0,38126.0,30340.0,41817.0
13687.23,0.0,0.0,68570.0,0.0,28445.0,0.0,0.0,38027.0,28843.0,40420.0
13687.24,0.0,0.0,23455.0,0.0,42917.0,0.0,0.0,61781.0,34133.0,26946.0
13687.25,0.0,0.0,39525.0,0.0,34134.0,0.0,0.0,37627.0,21458.0,28044.0
13687.26,0.0,0.0,29045.0,0.0,21159.0,0.0,0.0,34134.0,52098.0,105093.0
13687.27,0.0,0.0,35033.0,0.0,23654.0,0.0,0.0,21858.0,25450.0,48504.0
