#Organism Name,Organism Groups,Assembly,Size(Mb),GC%
Toxoplasma gondii ME49,Eukaryota;Protists;Apicomplexans,GCA_000006565.2,65.6681,52.2873
Plasmodium berghei ANKA,Eukaryota;Protists;Apicomplexans,GCA_900002375.2,18.7806,22.0454
Plasmodium chabaudi chabaudi,Eukaryota;Protists;Apicomplexans,GCA_900002335.1,18.8678,23.6106
Plasmodium falciparum 3D7,Eukaryota;Protists;Apicomplexans,GCA_000002765.3,23.3328,19.3346
Plasmodium knowlesi strain H,Eukaryota;Protists;Apicomplexans,GCA_000006355.3,24.396,38.6216
Plasmodium vivax,Eukaryota;Protists;Apicomplexans,GCA_000002415.2,27.0137,42.2825
Babesia bovis T2Bo,Eukaryota;Protists;Apicomplexans,GCA_000165395.1,8.17971,41.6127
Theileria annulata,Eukaryota;Protists;Apicomplexans,GCA_000003225.1,8.35812,32.5492
Theileria parva strain Muguga,Eukaryota;Protists;Apicomplexans,GCA_000165365.1,8.34761,34.0411
Encephalitozoon cuniculi GB-M1,Eukaryota;Fungi;Other Fungi,GCA_000091225.1,2.49752,47.3005
Caenorhabditis briggsae,Eukaryota;Animals;Roundworms,GCA_000004555.1,108.479,37.6868
Caenorhabditis elegans,Eukaryota;Animals;Roundworms,GCA_000002985.3,100.286,35.4317
Brugia malayi,Eukaryota;Animals;Roundworms,GCA_000002995.2,93.6591,31.499
Aedes aegypti,Eukaryota;Animals;Insects,GCA_002204515.1,1278.73,38.1667
Aedes albopictus,Eukaryota;Animals;Insects,GCA_006496715.1,2538.39,40.3999
Anopheles gambiae str. PEST,Eukaryota;Animals;Insects,GCA_000005575.1,265.027,44.5151
Drosophila melanogaster,Eukaryota;Animals;Insects,GCA_000001215.4,143.726,42.0803
Apis mellifera,Eukaryota;Animals;Insects,GCA_003254395.2,225.251,32.6352
Ciona intestinalis,Eukaryota;Animals;Other Animals,GCA_000224145.2,115.227,36.0239
Danio rerio,Eukaryota;Animals;Fishes,GCA_000002035.4,1679.2,36.6374
Homo sapiens,Eukaryota;Animals;Mammals,GCA_000001405.28,3272.09,41.4778
Mus musculus,Eukaryota;Animals;Mammals,GCA_000001635.9,2728.22,41.8825
Aspergillus terreus NIH2624,Eukaryota;Fungi;Ascomycetes,GCA_000149615.1,29.364,52.8
Thalassiosira pseudonana CCMP1335,Eukaryota;Other;Other,GCA_000149405.2,32.4374,46.905
Glossina morsitans morsitans,Eukaryota;Animals;Insects,GCA_001077435.1,363.107,34.1
Dictyostelium discoideum AX4,Eukaryota;Protists;Other Protists,GCA_000004695.1,34.205,22.4631
Guillardia theta CCMP2712,Eukaryota;Other;Other,GCA_000315625.1,87.1453,52.9
Fusarium graminearum PH-1,Eukaryota;Fungi;Ascomycetes,GCA_000240135.3,36.458,48.3278
Saccharomyces bayanus NBRC1948,Eukaryota;Fungi;Ascomycetes,GCA_013180125.1,11.0229,39.8
Saccharomyces mikatae IFO 1815,Eukaryota;Fungi;Ascomycetes,GCA_000166975.1,11.4703,38
Cryptococcus neoformans var. neoformans JEC21,Eukaryota;Fungi;Basidiomycetes,GCA_000091045.1,19.0519,48.5368
Pyricularia oryzae 70-15,Eukaryota;Fungi;Ascomycetes,GCA_000002495.2,40.9791,51.5882
Takifugu rubripes,Eukaryota;Animals;Fishes,GCA_901000725.2,384.127,45.6992
Ciona savignyi,Eukaryota;Animals;Other Animals,GCA_000149265.1,587.353,37.5
Plasmodium yoelii,Eukaryota;Protists;Apicomplexans,GCA_900002385.2,23.0835,21.7373
Saccharomyces paradoxus,Eukaryota;Fungi;Ascomycetes,GCA_002079055.1,12.0928,38.562
Saccharomyces kudriavzevii,Eukaryota;Fungi;Ascomycetes,GCA_003327635.1,11.8514,39.6269
Naumovozyma castellii CBS 4309,Eukaryota;Fungi;Ascomycetes,GCA_000237345.1,11.2195,36.7559
Lachancea kluyveri NRRL Y-12651,Eukaryota;Fungi;Ascomycetes,GCA_000149225.2,11.5389,41.5823
Ustilago maydis 521,Eukaryota;Fungi;Basidiomycetes,GCA_000328475.2,19.6644,54.0121
Coprinopsis cinerea okayama7#130,Eukaryota;Fungi;Basidiomycetes,GCA_000182895.1,36.1926,51.6
Branchiostoma floridae,Eukaryota;Animals;Other Animals,GCA_000003815.2,513.461,41.7036
Rattus norvegicus,Eukaryota;Animals;Mammals,GCA_015227675.2,2647.92,42.0588
Eremothecium gossypii ATCC 10895,Eukaryota;Fungi;Ascomycetes,GCA_000091025.4,9.11931,51.6989
Bombyx mori,Eukaryota;Animals;Insects,GCA_014905235.2,460.35,38.5538
Coffea arabica,Eukaryota;Plants;Land Plants,GCA_003713225.1,1094.45,36.9585
Felis catus,Eukaryota;Animals;Mammals,GCA_000181335.4,2521.86,41.8806
Cyanidioschyzon merolae strain 10D,Eukaryota;Other;Other,GCA_000091205.1,16.5467,55.0171
Xenopus tropicalis,Eukaryota;Animals;Amphibians,GCA_000004195.4,1451.3,40.7533
Xenopus laevis,Eukaryota;Animals;Amphibians,GCA_017654675.1,2742.47,39.3485
Bos taurus,Eukaryota;Animals;Mammals,GCA_002263795.2,2715.85,41.9362
Ovis aries,Eukaryota;Animals;Mammals,GCA_002742125.1,2869.91,41.9088
Sus scrofa,Eukaryota;Animals;Mammals,GCA_000003025.6,2501.91,41.971
Strongylocentrotus purpuratus,Eukaryota;Animals;Other Animals,GCA_000002235.4,921.856,37.4001
Lachancea waltii NCYC 2644,Eukaryota;Fungi;Ascomycetes,GCA_000167115.1,10.9121,44.3
Canis lupus familiaris,Eukaryota;Animals;Mammals,GCA_014441545.1,2396.86,41.2374
Coccidioides posadasii C735 delta SOWgp,Eukaryota;Fungi;Ascomycetes,GCA_000151335.1,27.0134,46.6
Lotus japonicus,Eukaryota;Plants;Land Plants,GCA_000181115.2,394.455,36.6
Populus trichocarpa,Eukaryota;Plants;Land Plants,GCA_000002775.3,434.29,34.1468
Sorghum bicolor,Eukaryota;Plants;Land Plants,GCA_000003195.3,709.345,44.1611
Ornithorhynchus anatinus,Eukaryota;Animals;Mammals,GCA_004115215.4,1859.28,46.1721
Gallus gallus,Eukaryota;Animals;Birds,GCA_016699485.1,1053.33,42.2232
Meleagris gallopavo,Eukaryota;Animals;Birds,GCA_000146605.4,1115.47,41.6144
Coturnix japonica,Eukaryota;Animals;Birds,GCA_001577835.2,927.657,41.3681
Eudromia elegans,Eukaryota;Animals;Birds,GCA_003342815.1,955.515,41.8
Apteryx haastii,Eukaryota;Animals;Birds,GCA_003342985.1,1221.44,40.8
Rhea pennata,Eukaryota;Animals;Birds,GCA_003342835.1,1168.29,40.3
Arenaria interpres,Eukaryota;Animals;Birds,GCA_013399435.1,1124.62,41.8
Struthio camelus australis,Eukaryota;Animals;Birds,GCA_000698965.1,1225.04,41.3
Dromaius novaehollandiae,Eukaryota;Animals;Birds,GCA_003342905.1,1192.25,41.7
Anomalopteryx didiformis,Eukaryota;Animals;Birds,GCA_006937325.1,1190.76,32
Casuarius casuarius,Eukaryota;Animals;Birds,GCA_003342895.1,1209,41.4
Ciconia boyciana,Eukaryota;Animals;Birds,GCA_002002965.1,1364.95,42.1
Vidua chalybeata,Eukaryota;Animals;Birds,GCA_013398495.1,1073.58,41.8
Falco peregrinus,Eukaryota;Animals;Birds,GCA_000337955.1,1171.97,41.8
Rhea americana,Eukaryota;Animals;Birds,GCA_003343005.1,1160.84,40.2
Equus caballus,Eukaryota;Animals;Mammals,GCA_002863925.1,2506.97,41.5271
Gasterosteus aculeatus aculeatus,Eukaryota;Animals;Fishes,GCA_016920845.1,471.894,44.6951
Chlamydomonas reinhardtii,Eukaryota;Plants;Green Algae,GCA_013389655.1,111.112,64.1287
Drosophila yakuba,Eukaryota;Animals;Insects,GCA_016746365.1,147.899,42.5512
Tetraodon nigroviridis,Eukaryota;Animals;Fishes,GCA_000180735.1,342.403,46.6
[Candida] glabrata,Eukaryota;Fungi;Ascomycetes,GCA_000002545.2,12.3383,38.6198
Kluyveromyces lactis,Eukaryota;Fungi;Ascomycetes,GCA_000002515.1,10.7294,38.7053
Yarrowia lipolytica CLIB122,Eukaryota;Fungi;Ascomycetes,GCA_000002525.1,20.5509,48.9801
Debaryomyces hansenii CBS767,Eukaryota;Fungi;Ascomycetes,GCA_000006445.2,12.1819,36.3369
Oncorhynchus mykiss,Eukaryota;Animals;Fishes,GCA_013265735.3,2341.69,43.4791
Oreochromis niloticus,Eukaryota;Animals;Fishes,GCA_001858045.3,1005.68,40.7187
Ictalurus punctatus,Eukaryota;Animals;Fishes,GCA_004006655.3,1036.99,39.5333
Drosophila simulans,Eukaryota;Animals;Insects,GCA_016746395.1,131.682,42.4658
Drosophila mauritiana,Eukaryota;Animals;Insects,GCA_004382145.1,152.317,42.1937
Pan troglodytes,Eukaryota;Animals;Mammals,GCA_002880755.3,3050.4,40.8082
Brassica napus,Eukaryota;Plants;Land Plants,GCA_000686985.2,976.191,37.4074
Kazachstania servazzii,Eukaryota;Fungi;Ascomycetes,GCA_002214935.1,12.8368,34.9
Zygosaccharomyces rouxii,Eukaryota;Fungi;Ascomycetes,GCA_000026365.1,9.76464,39.1509
Lachancea thermotolerans CBS 6340,Eukaryota;Fungi;Ascomycetes,GCA_000142805.1,10.3929,47.2838
Millerozyma farinosa,Eukaryota;Fungi;Ascomycetes,GCA_002196765.1,21.2555,41.1
Candida tropicalis MYA-3404,Eukaryota;Fungi;Ascomycetes,GCA_000006335.3,14.6301,33.2
Eucalyptus globulus,Eukaryota;Plants;Land Plants,GCA_014182545.1,545.185,39.3807
Macaca mulatta,Eukaryota;Animals;Mammals,GCA_003339765.3,2971.33,41.1015
Tribolium castaneum,Eukaryota;Animals;Insects,GCA_000002335.3,165.944,35.1887
Drosophila pseudoobscura,Eukaryota;Animals;Insects,GCA_009870125.2,163.283,45.119
Monodelphis domestica,Eukaryota;Animals;Mammals,GCF_000002295.2,3598.44,38.1446
Beta vulgaris subsp. vulgaris,Eukaryota;Plants;Land Plants,GCA_000511025.2,566.55,37.305
Tetrahymena thermophila SB210,Eukaryota;Protists;Other Protists,GCA_000189635.1,103.014,22.3
Phytophthora sojae,Eukaryota;Protists;Other Protists,GCA_000149755.2,82.5976,54.4
Loxodonta africana,Eukaryota;Animals;Mammals,GCA_000001905.1,3196.74,40.9
Phytophthora ramorum,Eukaryota;Protists;Other Protists,GCA_002968915.1,60.25,54.4
Sorex araneus,Eukaryota;Animals;Mammals,GCA_000181275.2,2423.16,43.4
Erinaceus europaeus,Eukaryota;Animals;Mammals,GCA_000296755.1,2715.72,42.4999
Brassica rapa,Eukaryota;Plants;Land Plants,GCA_000309985.3,352.983,36.8946
Nematostella vectensis,Eukaryota;Animals;Other Animals,GCA_000209225.1,356.614,41.9
Cavia porcellus,Eukaryota;Animals;Mammals,GCA_000151735.1,2723.22,40.1
Schmidtea mediterranea,Eukaryota;Animals;Flatworms,GCA_002600895.1,942.042,29.7
Notamacropus eugenii,Eukaryota;Animals;Mammals,GCA_000004035.1,3075.18,40.4
Echinops telfairi,Eukaryota;Animals;Mammals,GCA_000313985.2,2947.12,43.8
Dasypus novemcinctus,Eukaryota;Animals;Mammals,GCA_000208655.2,3631.52,41.5
Schistosoma mansoni,Eukaryota;Animals;Flatworms,GCA_000237925.2,364.538,35.2771
Schistosoma japonicum,Eukaryota;Animals;Flatworms,GCA_006368765.1,369.901,33.8
Trichinella spiralis,Eukaryota;Animals;Roundworms,GCA_008807795.1,52.9214,35.1321
Fasciola hepatica,Eukaryota;Animals;Flatworms,GCA_900302435.1,1203.65,44.2
Histoplasma capsulatum NAm1,Eukaryota;Fungi;Ascomycetes,GCA_000149585.1,33.0303,46.3
Drosophila ananassae,Eukaryota;Animals;Insects,GCA_003285975.3,217.109,41.9
Pristionchus pacificus,Eukaryota;Animals;Roundworms,GCA_000180635.4,158.478,42.9789
Neospora caninum Liverpool,Eukaryota;Protists;Apicomplexans,GCA_000208865.2,57.5474,54.8511
Leishmania infantum JPCM5,Eukaryota;Protists;Kinetoplasts,GCA_000002875.2,32.1221,59.5663
Plasmodium reichenowi,Eukaryota;Protists;Apicomplexans,GCA_001601855.1,20.5017,19.8559
Caenorhabditis japonica,Eukaryota;Animals;Roundworms,GCA_000147155.1,166.256,39.9
Caenorhabditis remanei,Eukaryota;Animals;Roundworms,GCA_000149515.1,145.443,38.5
Drosophila erecta,Eukaryota;Animals;Insects,GCA_003286155.2,146.538,42.4
Drosophila willistoni,Eukaryota;Animals;Insects,GCA_000005925.1,235.516,37.8
Caenorhabditis brenneri,Eukaryota;Animals;Roundworms,GCA_000143925.2,190.37,39.7
Blastomyces dermatitidis ER-3,Eukaryota;Fungi;Ascomycetes,GCA_000003525.2,66.6087,37.1
Drosophila grimshawi,Eukaryota;Animals;Insects,GCA_000005155.1,200.468,38.8
Trichomonas vaginalis G3,Eukaryota;Protists;Other Protists,GCA_000002825.1,176.42,32.9
Drosophila mojavensis,Eukaryota;Animals;Insects,GCA_000005175.1,193.826,40.2
Meloidogyne hapla,Eukaryota;Animals;Roundworms,GCA_000172435.1,53.013,27.4
Drosophila virilis,Eukaryota;Animals;Insects,GCA_003285735.2,189.444,40.3
Drosophila persimilis,Eukaryota;Animals;Insects,GCA_003286085.2,195.513,45
Physarum polycephalum,Eukaryota;Protists;Other Protists,GCA_000413255.3,205.176,41.9
Naegleria gruberi strain NEG-M,Eukaryota;Protists;Other Protists,GCA_000004985.1,40.9641,35
Drosophila sechellia,Eukaryota;Animals;Insects,GCA_004382195.1,154.171,42.2576
Ochromonas danica,Eukaryota;Protists;Other Protists,GCA_015146655.1,44.1931,26.4
Paramecium tetraurelia strain d4-2,Eukaryota;Protists;Other Protists,GCA_000165425.1,72.0945,28.2
Meyerozyma guilliermondii ATCC 6260,Eukaryota;Fungi;Ascomycetes,GCA_000149425.1,10.61,43.8
Acanthamoeba castellanii str. Neff,Eukaryota;Protists;Other Protists,GCA_000313135.1,42.0198,57.8
Perkinsus marinus ATCC 50983,Eukaryota;Protists;Other Protists,GCA_000006405.1,86.6051,47.4
Meloidogyne incognita,Eukaryota;Animals;Roundworms,GCA_014132215.1,193.15,29.9
Clavispora lusitaniae ATCC 42720,Eukaryota;Fungi;Ascomycetes,GCA_000003835.1,12.1149,44.5
Petromyzon marinus,Eukaryota;Animals;Fishes,GCA_010993605.1,1089.05,48.3309
Daphnia pulex,Eukaryota;Animals;Other Animals,GCA_900092285.2,189.551,39.5
Phytophthora infestans T30-4,Eukaryota;Protists;Other Protists,GCA_000142945.1,228.544,50.6
Blastocystis hominis,Eukaryota;Protists;Other Protists,GCA_000151665.1,18.8172,45.3
Euglena gracilis,Eukaryota;Protists;Other Protists,GCA_900893395.1,1435.5,50.6
Oryctolagus cuniculus,Eukaryota;Animals;Mammals,GCA_000003625.1,2737.46,44.0526
Cyanophora paradoxa,Eukaryota;Protists;Other Protists,GCA_004431415.1,99.9404,63.4
Chaetomium globosum CBS 148.51,Eukaryota;Fungi;Ascomycetes,GCA_000143365.1,34.8869,55.4
Coccidioides immitis RS,Eukaryota;Fungi;Ascomycetes,GCA_000149335.2,29.016,46
Lodderomyces elongisporus NRRL YB-4239,Eukaryota;Fungi;Ascomycetes,GCA_000149685.1,15.5473,37
Rhizopus oryzae,Eukaryota;Fungi;Other Fungi,GCA_000697195.1,42.9004,35.3
Trichoderma reesei QM6a,Eukaryota;Fungi;Ascomycetes,GCA_000167675.2,33.3957,52.8
Uncinocarpus reesii 1704,Eukaryota;Fungi;Ascomycetes,GCA_000003515.2,22.3497,48.6
Pongo abelii,Eukaryota;Animals;Mammals,GCA_002880775.3,3065.05,40.8623
Allomyces macrogynus ATCC 38327,Eukaryota;Fungi;Other Fungi,GCA_000151295.1,57.0606,60.5
Ichthyophthirius multifiliis,Eukaryota;Protists;Other Protists,GCA_000220395.1,48.8,15.95
Ancylostoma caninum,Eukaryota;Animals;Roundworms,GCA_003336725.1,465.734,37
Paracoccidioides brasiliensis Pb18,Eukaryota;Fungi;Ascomycetes,GCA_000150735.2,29.9525,44.4
Paxillus involutus ATCC 200175,Eukaryota;Fungi;Basidiomycetes,GCA_000827475.1,58.3007,50
Scheffersomyces stipitis CBS 6054,Eukaryota;Fungi;Ascomycetes,GCA_000209165.1,15.4412,41.162
Komagataella pastoris,Eukaryota;Fungi;Ascomycetes,GCA_001708105.1,9.59754,41.4761
Pisolithus microcarpus 441,Eukaryota;Fungi;Basidiomycetes,GCA_000827275.1,53.0277,48.9
Puccinia graminis f. sp. tritici CRL 75-36-700-3,Eukaryota;Fungi;Basidiomycetes,GCA_000149925.1,88.7244,43.8
Saccharomyces pastorianus,Eukaryota;Fungi;Ascomycetes,GCA_011022315.1,23.0346,39.0694
Schizophyllum commune H4-8,Eukaryota;Fungi;Basidiomycetes,GCA_000143185.1,38.482,57.4
Spizellomyces punctatus DAOM BR117,Eukaryota;Fungi;Other Fungi,GCA_000182565.2,24.1311,47.6
Sterkiella histriomuscorum,Eukaryota;Protists;Other Protists,GCA_001273305.2,66.3686,28.4
Ancylostoma duodenale,Eukaryota;Animals;Roundworms,GCA_000816745.1,332.876,42.7
Ascaris suum,Eukaryota;Animals;Roundworms,GCA_013433145.1,278.642,37.6962
Helianthus annuus,Eukaryota;Plants;Land Plants,GCA_002127325.2,3010.05,38.8175
Lactuca sativa,Eukaryota;Plants;Land Plants,GCA_002870075.1,2384.19,38.6999
Trichoplax adhaerens,Eukaryota;Animals;Other Animals,GCA_000150275.1,105.632,34.5
Biomphalaria glabrata,Eukaryota;Animals;Other Animals,GCA_000457365.1,916.388,36.1998
Malus domestica,Eukaryota;Plants;Land Plants,GCA_002114115.1,703.358,39.359
Saccoglossus kowalevskii,Eukaryota;Animals;Other Animals,GCA_000003605.1,775.84,38.1
Cryptococcus gattii CA1873,Eukaryota;Fungi;Basidiomycetes,GCA_000855695.1,17.4383,48
Aspergillus flavus NRRL3357,Eukaryota;Fungi;Ascomycetes,GCA_014117465.1,36.9956,48.0323
Canis lupus,Eukaryota;Animals;Mammals,GCA_905319855.2,2447.46,41.4872
Lemur catta,Eukaryota;Animals;Mammals,GCA_004024665.1,2298.45,41.1
Taeniopygia guttata,Eukaryota;Animals;Birds,GCA_003957565.4,1056.27,41.8938
Oikopleura dioica,Eukaryota;Animals;Other Animals,GCA_000209535.1,70.4715,40.2
Salmo salar,Eukaryota;Animals;Fishes,GCA_000233375.4,2966.89,43.8912
Ostreococcus tauri,Eukaryota;Plants;Green Algae,GCA_000214015.2,13.0328,59.1984
Entamoeba invadens IP1,Eukaryota;Protists;Other Protists,GCA_000330505.1,40.8783,30.3
Phaseolus vulgaris,Eukaryota;Plants;Land Plants,GCA_000499845.1,521.077,36.2199
Entamoeba dispar SAW760,Eukaryota;Protists;Other Protists,GCA_000209125.2,30.6332,24.1
Ambystoma mexicanum,Eukaryota;Animals;Amphibians,GCA_002915635.3,28206.9,40.3
Physcomitrium patens,Eukaryota;Plants;Land Plants,GCA_000002425.2,472.081,33.8892
Prunus persica,Eukaryota;Plants;Land Plants,GCA_000346465.2,227.569,37.6659
Culex quinquefasciatus,Eukaryota;Animals;Insects,GCA_015732765.1,573.23,37.5148
Papio anubis,Eukaryota;Animals;Mammals,GCA_008728515.1,2869.82,40.9162
Crassostrea virginica,Eukaryota;Animals;Other Animals,GCA_002022765.4,684.741,34.8191
Secale cereale,Eukaryota;Plants;Land Plants,GCA_900079665.1,1684.93,46.7
Solanum tuberosum,Eukaryota;Plants;Land Plants,GCA_000226075.1,705.934,35.6005
Vitis vinifera,Eukaryota;Plants;Land Plants,GCA_000003745.2,486.197,35.0336
Galdieria sulphuraria,Eukaryota;Other;Other,GCA_000341285.1,13.712,37.9
Ostreococcus lucimarinus CCE9901,Eukaryota;Plants;Green Algae,GCA_000092065.1,13.2049,60.4431
Selaginella moellendorffii,Eukaryota;Plants;Land Plants,GCA_000143415.2,212.315,45.3
Volvox carteri f. nagariensis,Eukaryota;Plants;Green Algae,GCA_000143455.1,137.684,55.3
Phaeodactylum tricornutum CCAP 1055/1,Eukaryota;Other;Other,GCA_000150955.2,27.4507,48.8432
Candida dubliniensis CD36,Eukaryota;Fungi;Ascomycetes,GCA_000026945.1,14.6184,33.2489
Cryptosporidium hominis,Eukaryota;Protists;Apicomplexans,GCA_002223825.1,9.06885,30.1392
Nicotiana tabacum,Eukaryota;Plants;Land Plants,GCA_000715135.1,3643.47,39.2006
Aspergillus niger CBS 513.88,Eukaryota;Fungi;Ascomycetes,GCA_000002855.2,34.0067,50.3785
Aureococcus anophagefferens,Eukaryota;Protists;Other Protists,GCA_000186865.1,56.6606,67.4
Manihot esculenta,Eukaryota;Plants;Land Plants,GCA_001659605.1,582.279,38.0059
Callithrix jacchus,Eukaryota;Animals;Mammals,GCA_009663435.2,2897.82,40.9673
Aplysia californica,Eukaryota;Animals;Other Animals,GCA_000002075.2,927.31,41.9999
Schizosaccharomyces octosporus yFS286,Eukaryota;Fungi;Ascomycetes,GCA_000150505.2,11.6345,37.9
Schizosaccharomyces japonicus yFS275,Eukaryota;Fungi;Ascomycetes,GCA_000149845.2,11.7332,44.1
Batrachochytrium dendrobatidis JAM81,Eukaryota;Fungi;Other Fungi,GCA_000203795.1,24.3151,39.3
Rhodnius prolixus,Eukaryota;Animals;Insects,GCA_000181055.3,706.824,37.1
Acyrthosiphon pisum,Eukaryota;Animals;Insects,GCA_005508785.1,541.138,31.2911
Nasonia vitripennis,Eukaryota;Animals;Insects,GCA_009193385.2,297.31,41.1431
Otolemur garnettii,Eukaryota;Animals;Mammals,GCA_000181295.3,2519.72,41.5
Zymoseptoria tritici IPO323,Eukaryota;Fungi;Ascomycetes,GCA_000219625.1,39.6863,52.1368
Parastagonospora nodorum SN15,Eukaryota;Fungi;Ascomycetes,GCA_000146915.2,37.214,50.3719
Oryza rufipogon,Eukaryota;Plants;Land Plants,GCA_001551805.1,384.518,43.9
Oryza glaberrima,Eukaryota;Plants;Land Plants,GCA_000147395.3,347.321,42.8725
Ictidomys tridecemlineatus,Eukaryota;Animals;Mammals,GCA_016881025.1,2478.97,40.6196
Tupaia belangeri,Eukaryota;Animals;Mammals,GCA_000181375.1,2137.23,41.4
Nomascus leucogenys,Eukaryota;Animals;Mammals,GCA_006542625.1,2843.98,41.0665
Heterorhabditis bacteriophora,Eukaryota;Animals;Roundworms,GCA_000223415.1,76.9743,33.9
Lolium perenne,Eukaryota;Plants;Land Plants,GCA_001735685.1,481.479,46.3
Sclerotinia sclerotiorum 1980 UF-70,Eukaryota;Fungi;Ascomycetes,GCA_000146945.2,38.4592,41.8631
Fusarium verticillioides 7600,Eukaryota;Fungi;Ascomycetes,GCA_000149555.1,41.8449,48.6857
Botrytis cinerea B05.10,Eukaryota;Fungi;Ascomycetes,GCA_000143535.4,42.6301,42.0028
Arabidopsis lyrata subsp. lyrata,Eukaryota;Plants;Land Plants,GCA_000004255.1,206.823,37.5991
Erythranthe guttata,Eukaryota;Plants;Land Plants,GCA_000504015.1,322.167,36.3144
Capsella rubella,Eukaryota;Plants;Land Plants,GCA_000375325.1,133.064,35.9
Aspergillus clavatus NRRL 1,Eukaryota;Fungi;Ascomycetes,GCA_000002715.1,27.8594,49.2
Aspergillus fischeri NRRL 181,Eukaryota;Fungi;Ascomycetes,GCA_000149645.3,31.6659,49.6
Micromonas pusilla CCMP1545,Eukaryota;Plants;Green Algae,GCA_000151265.1,21.9583,65.7
Hevea brasiliensis,Eukaryota;Plants;Land Plants,GCA_001654055.1,1373.53,35.7
Carica papaya,Eukaryota;Plants;Land Plants,GCA_000150535.1,370.419,39.0069
Ixodes scapularis,Eukaryota;Animals;Other Animals,GCA_016920785.1,2296.05,46.3
Pediculus humanus corporis,Eukaryota;Animals;Insects,GCA_000006295.1,110.781,27.9
Aspergillus oryzae RIB40,Eukaryota;Fungi;Ascomycetes,GCA_000184455.3,37.912,48.2552
Oryzias latipes,Eukaryota;Animals;Fishes,GCA_002234675.1,734.057,40.8475
Theobroma cacao,Eukaryota;Plants;Land Plants,GCA_000208745.2,324.88,34.9922
Myotis lucifugus,Eukaryota;Animals;Mammals,GCA_000147115.1,2034.58,42.7
Ricinus communis,Eukaryota;Plants;Land Plants,GCA_000151685.2,350.622,34.4006
Phycomyces blakesleeanus NRRL 1555(-),Eukaryota;Fungi;Other Fungi,GCA_001638985.2,53.9392,35.9
Ascosphaera apis ARSEF 7405,Eukaryota;Fungi;Ascomycetes,GCA_001636715.1,20.3131,47
Laccaria bicolor S238N-H82,Eukaryota;Fungi;Basidiomycetes,GCA_000143565.1,64.8774,47.1
Panicum virgatum,Eukaryota;Plants;Land Plants,GCA_016808335.1,1130,46.8007
Vigna radiata var. radiata,Eukaryota;Plants;Land Plants,GCA_000741045.2,463.638,34.3983
Taenia solium,Eukaryota;Animals;Flatworms,GCA_001870725.1,129.811,43
Bemisia tabaci,Eukaryota;Animals;Insects,GCA_001854935.1,615.017,39.8996
Callorhinchus milii,Eukaryota;Animals;Fishes,GCA_000165045.2,974.499,42.5998
Chlorella variabilis,Eukaryota;Plants;Green Algae,GCA_000147415.1,46.1595,65.5
Brachypodium distachyon,Eukaryota;Plants;Land Plants,GCA_000005505.4,271.299,46.4183
Chlorella vulgaris,Eukaryota;Plants;Green Algae,GCA_009720205.1,39.0804,59.2
