,Simpson's diversity,Shannon diversity,Chao1 richness,McIntosh's evenness,Pielou evenness,Simpson's evenness,Number of taxa
strain_sample_45,0.5064907509892865,1.7908502722578354,26.0,0.70250345395544,0.3809963279278204,0.07793478752148678,26
mouse_sample_53,0.7080562532080058,2.446982351870404,44.0,0.5403188926592637,0.4482119243909834,0.07784812306141152,44
strain_sample_37,0.7734701314299708,2.454880024256526,26.0,0.4759524342821886,0.5222660371075603,0.16978572717287607,26
mouse_sample_21,0.6742110308910393,2.11790931605654,32.0,0.5707797972309302,0.42358186321130803,0.09592098862484316,32
strain_sample_30,0.7393202271234139,2.3175346553180693,26.0,0.5105690475181549,0.4930463518920729,0.14754324064777882,26
mouse_sample_26,0.7311989936586312,2.6401886001440094,35.0,0.5184607570660595,0.514728587099201,0.10629211906723204,35
mouse_sample_1,0.8070057385907843,2.632954628413637,20.0,0.43931137231048645,0.609208337253065,0.2590750607552128,20
mouse_sample_37,0.8489987242561445,3.5060300203362873,50.0,0.38858939840450074,0.6212117925131312,0.13244921211080452,50
strain_sample_21,0.533181775469278,1.5804264548296378,26.0,0.6832422542975942,0.33622949119633794,0.08239082460887782,26
mouse_sample_30,0.827221448165883,3.1415661138329827,44.0,0.4156669318912949,0.5754383117664424,0.131539895930445,44
strain_sample_26,0.7664528467595895,2.5086127432841834,26.0,0.4832680734026291,0.533697461027386,0.16468425295660377,26
mouse_sample_6,0.7329327376432613,2.644567550733339,46.0,0.5167862116551148,0.4787793767449944,0.08139945811008563,46
strain_sample_28,0.5817153150348855,1.8692149314599793,26.0,0.6467505358375857,0.3976680999111308,0.09195062560023255,26
mouse_sample_8,0.6842327361943531,2.06025216370021,16.0,0.5619319797042176,0.5150630409250525,0.1979305873786474,16
strain_sample_54,0.7859694757227945,2.6257020889160656,26.0,0.46263519995421404,0.5586077572237148,0.17970118323741666,26
strain_sample_85,0.7353983416798264,2.4460889282753224,26.0,0.5143954237701613,0.5203957661311504,0.14535637722647676,26
strain_sample_53,0.6613203988783826,1.9464017907996718,26.0,0.5819629484912087,0.4140892996218289,0.11356319758900152,26
strain_sample_82,0.7218514489725304,2.2561913481768436,26.0,0.5273988967510301,0.47999580538586534,0.1382769686178953,26
strain_sample_66,0.725672980043169,2.3134143578194246,26.0,0.5237633546427017,0.49216977485977054,0.1402032452639587,26
strain_sample_61,0.7923712933744822,2.529406043966531,26.0,0.45566378650490597,0.538121153687904,0.18524191132639597,26
strain_sample_13,0.6945544319646721,2.1815785510960515,26.0,0.5526723401255195,0.4641222272623489,0.12591945173383562,26
plant_sample_5,0.8761759481560671,4.1660401658500215,121.0,0.35188768817227023,0.6021278384873905,0.0667435985727057,121
marine_sample_3,0.9840106638204534,7.060357097329964,423.0,0.12645055002700098,0.809255073256045,0.14785267926741874,423
plant_sample_2,0.9017333026728431,4.350270123891888,100.0,0.3134761276634475,0.6547808982661608,0.10176387598239152,100
marine_sample_4,0.9781421456232638,6.4924447480828755,317.0,0.14784542349573057,0.7814371470074611,0.1443222229465303,317
strain_sample_68,0.7281489570532217,2.2750276039402415,26.0,0.521394346787059,0.4840031444632501,0.14148019461182748,26
strain_sample_14,0.8153654600135093,2.82593266341205,26.0,0.4296920218399555,0.6012060217484582,0.20831171927177117,26
strain_sample_31,0.7859909159021383,2.4746978571118716,26.0,0.46261202794018025,0.5264822028375152,0.1797191863311318,26
mouse_sample_27,0.8596892520159308,3.345325530784806,46.0,0.3745812698217974,0.6056464211678477,0.15493560363067027,46
strain_sample_36,0.6891779760253791,2.2114416149777716,26.0,0.5575151945436808,0.4704754762501969,0.1237413551643268,26
mouse_sample_20,0.7661913780456344,2.73806804377133,44.0,0.48353823730479767,0.5015298725281526,0.09720459638014804,44
plant_sample_20,0.9083462439116808,4.297786564890401,152.0,0.3027450886540664,0.5929676527419443,0.07178044467791878,152
strain_sample_38,0.7954932733930951,2.5889355907459284,26.0,0.452225049233309,0.5507858298350411,0.18806979652785588,26
strain_sample_95,0.757369836330477,2.4939739865121844,26.0,0.49257595893781964,0.5305831232952157,0.15851919596413172,26
strain_sample_44,0.8154169535384926,2.769924124033763,26.0,0.4296320981120906,0.5892904260304395,0.20836983243506696,26
mouse_sample_52,0.7752955133764052,2.497697993362184,16.0,0.4740302624788121,0.624424498340546,0.2781430889036698,16
strain_sample_92,0.7209758626611509,2.4199429165691715,26.0,0.528228345899179,0.5148333053245068,0.1378430512440953,26
strain_sample_43,0.7738793649049835,2.522806122360133,26.0,0.4755223287712163,0.5367170464123813,0.17009300564442886,26
mouse_sample_55,0.3403647421040904,1.2314299003298592,44.0,0.8121803862299056,0.2255600923960708,0.03445430251828518,44
mouse_sample_29,0.6631565233903814,2.2399764622317497,28.0,0.5803826533625087,0.4659478025959884,0.10602635406140412,28
strain_sample_76,0.8002344323103523,2.5992483109423885,26.0,0.4469522546375015,0.552979820358238,0.1925333725243963,26
mouse_sample_60,0.7257490900618349,2.783069345282268,40.0,0.5236903215947578,0.5229438082705195,0.0911574003733906,40
strain_sample_9,0.7589373290631295,2.5516044761484347,26.0,0.4909822567956973,0.542843782529676,0.15954995566945648,26
strain_sample_71,0.7260825260804338,2.32708997742545,26.0,0.5233722419398786,0.4950792089608494,0.1404128692893554,26
strain_sample_0,0.7271821838916834,2.435043238315729,26.0,0.5223206304253543,0.5180458391834729,0.14097883712355544,26
plant_sample_15,0.9198150272407547,4.350986238343985,152.0,0.2831707973849792,0.6003076369450023,0.08204713604099217,152
mouse_sample_15,0.7879700684541371,2.8858243388936367,40.0,0.4604676200195612,0.5422516590680684,0.11790788129643101,40
strain_sample_78,0.6948260569870766,2.0568067252536064,26.0,0.5524265469799572,0.4375775137197212,0.1260315283861234,26
strain_sample_7,0.7644337817642137,2.556652291804134,26.0,0.48535255557165696,0.5439176853894909,0.1632727253915542,26
plant_sample_12,0.8538254816157949,3.878940605520169,114.0,0.38232906151848983,0.5676866739372408,0.06000997931462488,114
mouse_sample_12,0.6997197719429116,2.431499729355367,38.0,0.5479789201380014,0.46332570774398235,0.08763743668358055,38
marine_sample_5,0.9774170017858881,6.684532413777531,369.0,0.1502780668538009,0.7838816110588042,0.12000298076353437,369
plant_sample_3,0.9110333582979249,4.518295669028739,153.0,0.2982741275085056,0.6225787799915006,0.07346515039092291,153
strain_sample_69,0.7578131637875751,2.759790873440724,26.0,0.49212574231054546,0.5871346169571031,0.15880936826724723,26
strain_sample_15,0.7862730157680622,2.5683239638760016,26.0,0.46230702725997136,0.5464007875611497,0.17995639904692504,26
strain_sample_12,0.7368740702782434,2.4578898430423037,26.0,0.5129589835312647,0.5229063641761452,0.14617160118810693,26
marine_sample_2,0.9788692058930052,6.780926654595667,310.0,0.14536569844114888,0.8193359986558797,0.1526590262192314,310
plant_sample_4,0.9130195705616367,4.524872383024152,153.0,0.29492579504830346,0.6234849895172923,0.07514273905775387,153
strain_sample_60,0.6902588887275058,2.24939189346025,26.0,0.5565449442508954,0.47854924822859524,0.1241731790253119,26
strain_sample_67,0.7627959488312595,2.392653930404465,26.0,0.48703690012228695,0.5090276812124931,0.16214536923814157,26
strain_sample_52,0.7861047835099385,2.6183185663676816,26.0,0.4624889408492791,0.5570369419402238,0.1798148602510966,26
strain_sample_83,0.7677297915936765,2.4619955684562917,26.0,0.48194510175803995,0.5237798410549449,0.16558963254665662,26
mouse_sample_38,0.47994070473492034,1.8404014216889535,34.0,0.7211520849028622,0.36175230741078795,0.05655463708400956,34
strain_sample_29,0.6761206832132649,2.096616619177792,26.0,0.5691050299090744,0.44604691154446974,0.11875268492944313,26
mouse_sample_9,0.7246825728582972,2.3464017726999797,19.0,0.5247072767903704,0.5523638916328559,0.19116689958125874,19
strain_sample_55,0.7724362269288783,2.454594497822848,26.0,0.4770373443178184,0.5222052924856101,0.16901432922505577,26
strain_sample_84,0.6960387800594044,2.4132039097308438,26.0,0.5513278171297681,0.5133996082147834,0.12653436010374997,26
mouse_sample_31,0.7707007320092032,2.8418148494317323,39.0,0.47885257843089546,0.5376723911928636,0.1118234081848651,39
strain_sample_27,0.7691528664973936,2.4831288824541766,26.0,0.4804664407901457,0.528275870206499,0.1666104225682499,26
mouse_sample_7,0.4314081709383668,1.63367438585457,26.0,0.7540508515229083,0.347557778381774,0.06764349485115337,26
mouse_sample_0,0.20500084219043269,0.7842574576995464,19.0,0.8916277365744492,0.18462119591673246,0.06620331409203291,19
mouse_sample_36,0.8521460955942213,3.4902294295422482,47.0,0.3845182872514338,0.6283506345367226,0.14390283320681307,47
strain_sample_20,0.7145162520245614,2.372850074859089,26.0,0.5343077961730699,0.5048144891000734,0.13472409107101768,26
strain_sample_11,0.7383910918770603,2.3915724338788467,26.0,0.5114781432613942,0.5087975970947362,0.14701922322715388,26
plant_sample_7,0.8845607812365099,4.130104359770685,155.0,0.33976504779064076,0.5676242089507018,0.055887530878424956,155
marine_sample_1,0.9843990941850027,6.95988630960242,333.0,0.12490483132761745,0.8305969732734506,0.19248901561319595,333
plant_sample_0,0.9119757245181279,4.514999608119263,108.0,0.29668980762201935,0.668404855991042,0.10518983778703334,108
marine_sample_6,0.9847072027016618,6.94628734015935,364.0,0.12366539847676582,0.8164615665896142,0.17964357296171612,364
strain_sample_16,0.7463857988910773,2.364382821722812,26.0,0.5036021780811698,0.5030131144108932,0.15165372559330745,26
marine_sample_8,0.9772144543588404,6.81109225222852,383.0,0.15095054935380964,0.7937225318535368,0.11458870015931616,383
strain_sample_64,0.7106096222172,2.267874189691471,26.0,0.5379511760570327,0.4824812838123917,0.13290538115405312,26
strain_sample_18,0.6447021185883636,2.0930813242916027,26.0,0.5960698079309397,0.4452947915092855,0.10825152772858274,26
plant_sample_9,0.8737039812618799,4.033759608519915,129.0,0.35538288143320657,0.5753286067570784,0.06137911600024446,129
strain_sample_63,0.7794741728165027,2.4653626752332642,26.0,0.46960265705664556,0.5244961797336386,0.17440831739646986,26
strain_sample_56,0.7409859549863735,2.465781242909989,26.0,0.5089351807759671,0.5245852283550069,0.14849209609276223,26
strain_sample_87,0.756932456296427,2.409430282925528,26.0,0.4930197331325944,0.5125967840043693,0.15823395372128857,26
strain_sample_51,0.7974980895625525,2.636137123069461,26.0,0.45000296808290297,0.5608277695585442,0.18993173140171032,26
strain_sample_80,0.7105765444699601,2.1881411265067765,26.0,0.5379819167480253,0.4655183892821271,0.13289019160904345,26
mouse_sample_35,0.46671651663292624,1.7497406000537634,23.0,0.7302630966534023,0.38680593237169547,0.08152935957260452,23
strain_sample_23,0.7970758122140442,2.578382922706146,26.0,0.4504719191230766,0.5485407913551187,0.18953649085000965,26
mouse_sample_32,0.2865096620774735,1.1829754124015532,20.0,0.8446840566334574,0.2737147371334006,0.07007803377630209,20
strain_sample_24,0.7148944579006061,2.1442361211926926,26.0,0.5339537555001297,0.45617777267031623,0.1349028088978009,26
strain_sample_58,0.8139288362314291,2.7071482359257417,26.0,0.4313604792897618,0.5759351035771504,0.2067033799464792,26
strain_sample_89,0.7625381672664902,2.4185664384715766,26.0,0.4873014726352644,0.5145404650414408,0.16196934900566395,26
strain_sample_35,0.7122776603350252,2.2780121344674678,26.0,0.5363985652579858,0.48463809155462695,0.13367588525216095,26
mouse_sample_23,0.49353597500559643,1.7141255854774744,35.0,0.7116635877955968,0.3341842475478022,0.05641354007669999,35
strain_sample_98,0.7564846358773621,2.5385541811658263,26.0,0.49347368608281555,0.5400673837744188,0.15794296429759835,26
strain_sample_49,0.7521712197619125,2.3459062033246694,26.0,0.49782498064891056,0.49908228676367694,0.155193994920964,26
mouse_sample_58,0.7768080292267313,2.988066638788875,49.0,0.47243265642017046,0.5321854061471538,0.0914377125422577,49
strain_sample_32,0.7509231763471704,2.3172712105255666,26.0,0.49907690697313184,0.4929903050521388,0.15441636800036945,26
mouse_sample_24,0.838040320834734,3.218916881146274,44.0,0.40244266397082745,0.5896065938728128,0.14032673344630117,44
strain_sample_91,0.7542598452588878,2.4378540428385342,26.0,0.49572278324989044,0.5186438267530096,0.15651303915738876,26
strain_sample_40,0.7852095647035198,2.6182544492397137,26.0,0.46345576055617216,0.5570233012742835,0.17906541512637236,26
mouse_sample_56,0.34611305835679385,1.2522844637163044,39.0,0.8086336933684553,0.2369326707525156,0.03921324010017726,39
strain_sample_96,0.6642719338048297,2.1478093076206735,26.0,0.5794215454599305,0.4569379539814796,0.1145615822276218,26
strain_sample_47,0.7220677746647615,2.305870674811343,26.0,0.5271937690629402,0.4905648860705435,0.13838459507581968,26
plant_sample_18,0.9178751110218999,4.445554030304187,147.0,0.2865756623965228,0.617466159205503,0.08283385430511117,147
mouse_sample_18,0.4826004071186559,1.6844195206061772,26.0,0.7193054791096837,0.358353605537212,0.07433623642289741,26
strain_sample_72,0.7765122407613976,2.5470425291453194,26.0,0.4727458084337507,0.5418732463082436,0.17209684589694121,26
strain_sample_75,0.7093477896401704,2.3393193105327788,26.0,0.539122715781475,0.49768095131702306,0.13232838798618732,26
mouse_sample_63,0.6977867181229749,2.6161235329067583,21.0,0.5497396165959165,0.5956134953588329,0.15756768638125074,21
strain_sample_4,0.7715075410725678,2.4976516138767857,26.0,0.47800974612338265,0.5313655240034745,0.16832738656707097,26
plant_sample_11,0.856559315549581,3.867480440375459,132.0,0.37873713411325316,0.5490153411132082,0.052814566556088724,132
mouse_sample_11,0.6825873496010693,2.54074253091302,35.0,0.5633944436934223,0.4953406787107455,0.09001351564129349,35
strain_sample_3,0.7226785021295651,2.2913560628877594,26.0,0.5266142229933534,0.48747695966494253,0.1386893506521725,26
plant_sample_16,0.8941609131001658,4.313027125082338,157.0,0.32533072294892745,0.5912613244132914,0.06018028819183186,157
mouse_sample_16,0.14610925965526878,0.6279467992076855,24.0,0.9240627275582252,0.13695789204577297,0.048796250735597714,24
mouse_sample_33,0.8377947970300701,3.5829192451278,47.0,0.40274762770380207,0.6450377050041535,0.13117085861065236,47
strain_sample_25,0.8103594736353267,2.735462557396649,26.0,0.43547817260811555,0.5819588637291271,0.20281286494416292,26
mouse_sample_5,0.639440162438561,2.4333274458588328,50.0,0.6004672405209683,0.43114625249796795,0.05546929501429018,50
strain_sample_59,0.705838635202388,2.2552843015327837,26.0,0.5423674675426124,0.4798028347919528,0.13074979607876325,26
strain_sample_88,0.7647211357513263,2.5295426819576217,26.0,0.4850564382049731,0.538150222881274,0.16347213586039427,26
mouse_sample_2,0.4047147963832406,1.5393683865222323,29.0,0.7715479302966655,0.31687410635533125,0.05792645006323628,29
mouse_sample_34,0.8679770330814529,3.570148597658448,49.0,0.3633501728842128,0.6358562947647829,0.15458040174098753,49
strain_sample_22,0.6940953888309125,2.291537280718121,26.0,0.5530874795918882,0.4875155130431856,0.12573049590376723,26
strain_sample_50,0.700880692506563,2.116047271759114,26.0,0.5469190351867663,0.4501807061991124,0.12858260064801186,26
strain_sample_81,0.7512898962720236,2.487971427447977,25.0,0.49870933458881606,0.5357554854791207,0.1608298151157924,25
strain_sample_57,0.5649373901510115,1.8445282963846215,26.0,0.6595940000240027,0.39241611572333635,0.08840460566098421,26
strain_sample_86,0.7420268957237675,2.4306773522777307,26.0,0.5079114820454727,0.5171170141586251,0.14909127278770348,26
plant_sample_8,0.8772789410015905,4.00594858077814,148.0,0.3503172066636793,0.555652194086793,0.05505784265473399,148
strain_sample_62,0.7705279135674635,2.478907161541023,26.0,0.4790333479611678,0.527377715743022,0.1676087887615296,26
marine_sample_9,0.9813098406493045,6.67100767987506,305.0,0.13671320567786574,0.8083458289298917,0.1754232515127355,305
strain_sample_65,0.8037453185765333,2.730601615730028,26.0,0.4430072449922057,0.5809247175730005,0.1959776866598582,26
strain_sample_19,0.6885702862508325,2.1682296204358216,26.0,0.5580599280469637,0.46128229494522754,0.12349989986028195,26
marine_sample_7,0.9805003720965461,6.690716755074153,318.0,0.13964239778780202,0.8048611764491378,0.1612673894917402,318
plant_sample_1,0.8805935761043556,4.26018436548422,110.0,0.3455534806995674,0.6282197885754035,0.07613417096264538,110
strain_sample_17,0.7740774813194504,2.446497652840698,26.0,0.47531396700863654,0.5204827206694244,0.17024216393374403,26
strain_sample_10,0.7988359960166929,2.739190411121135,26.0,0.4485139459740099,0.5827519498972358,0.19119493398396495,26
marine_sample_0,0.9712201621028724,6.376842608912621,288.0,0.16964767627661997,0.7805264562143296,0.12064773382788149,288
plant_sample_6,0.8739036373306094,4.118772882973941,140.0,0.3551019821141472,0.5777261013743445,0.05664602048502261,140
strain_sample_2,0.7557480280374499,2.3179526933862853,26.0,0.494219474924802,0.49313528784132094,0.1574666445986179,26
plant_sample_17,0.9089566156131059,4.411663909009288,141.0,0.3017352330604475,0.6179189267301829,0.07789910963131137,141
mouse_sample_17,0.84236415692189,3.15521242218124,36.0,0.39703422379476583,0.6103013914710551,0.17621485846980647,36
strain_sample_5,0.7180975338484509,2.344923411837837,26.0,0.5309458783855096,0.4988732017533874,0.13643562252790567,26
plant_sample_10,0.8898704006463867,4.154555147240953,143.0,0.33185921840204036,0.5802555593282925,0.06349797905423468,143
mouse_sample_10,0.3907645015014962,1.4114128619969628,32.0,0.7805361213050974,0.2822825723993926,0.05129379374152924,32
strain_sample_74,0.6572679584045746,2.0780455775771163,26.0,0.5854343079158356,0.44209599573355063,0.1122204340233237,26
mouse_sample_62,0.7532700173467615,2.8130134593194867,27.0,0.49671960812095595,0.5916046295605456,0.15011161853437954,27
plant_sample_19,0.8979729440315032,4.162001261719874,133.0,0.31941801161619954,0.5899127780877019,0.07369414829339783,133
mouse_sample_19,0.77012183682064,2.8378578374754553,36.0,0.47945661633716397,0.5489166354799627,0.12083695725419753,36
strain_sample_73,0.7423210512906184,2.3542581404252085,26.0,0.5076218245091195,0.5008591284213425,0.1492614691816234,26
strain_sample_97,0.733052812678311,2.2715121297844036,26.0,0.5166702912897622,0.48325524121022667,0.14407920475741806,26
strain_sample_46,0.49500677225389234,1.584545611622378,26.0,0.7106300893635487,0.337105825547961,0.07616248366973256,26
strain_sample_90,0.7760463730764923,2.5669533406865446,26.0,0.47323827843746874,0.546109192886684,0.17173885053746038,26
strain_sample_41,0.7623936508547176,2.450876408863674,26.0,0.48744973239143197,0.5214142837327855,0.16187083636397898,26
mouse_sample_57,0.7419240605405066,2.8039653862865404,39.0,0.5080123315907407,0.5305112591582728,0.0993545763883586,39
mouse_sample_59,0.6977486958080311,2.594307308963961,39.0,0.5497744944988716,0.49084387555322506,0.08483346568040036,39
strain_sample_33,0.7783709868617651,2.4976548158510754,26.0,0.4707757914128627,0.5313662052108683,0.17354017832290375,26
mouse_sample_25,0.8597824532946959,3.2310029445088007,44.0,0.37445681902277267,0.5918203890454216,0.16208579640206333,44
strain_sample_34,0.6496681485414311,1.989858092344114,26.0,0.5918894889130125,0.42333445627743393,0.10978601660513593,26
mouse_sample_22,0.8033026168966245,2.939696493892744,42.0,0.4435063337513069,0.5451638439299933,0.12104646962695265,42
strain_sample_99,0.6840037791948272,2.084419325658062,26.0,0.5621364670750095,0.4434519854841151,0.1217151849586578,26
strain_sample_48,0.8012354483857251,2.7132387325026173,26.0,0.4458310201951278,0.577230832688061,0.19350300719706512,26
