Sample,Median Index,Mean Index,Number of reads,Number of correctly classified reads,Number of reads classified at a lower level by Kraken,Number of reads classified at a higher level by Kraken,Number of reads classified wrong by Kraken,Unclassified reads,Median Index of reads classified at a higher level by Kraken,Mean Index of reads classified at a higher level by Kraken,Median Index of reads classified wrong by Kraken,Mean Index of reads classified wrong by Kraken
mouse_sample_1-kraken2_refseqV205,0,1.051156064,33270054,23459952,14362667,4514711,3680234,1615152,1,2.34075005,1,2.681295809
mouse_sample_1-kraken2_refseqV205_100GB,9,4.680512692,33270054,14611180,13459295,436024,1258807,16963989,2,2.375194943,1,1.595861002
mouse_sample_1-kraken2_refseqV205_500GB,0,1.244320163,33270054,22841208,13057764,4940253,3224201,2264379,1,2.451257253,1,2.763239637
mouse_sample_1-kraken2_refseqV208_nt,1,4.048170346,33270054,12894781,11782886,897984,8316755,11160534,2,3.56166925,2,3.732190981
mouse_sample_1-kraken2_standard_0521,1,4.022788271,33270054,13846943,12866589,694334,4911034,13817742,2,2.404642434,1,1.590107297
mouse_sample_10-kraken2_GTDBr202RefSeqV205,1,1.017468061,33187370,10716315,10197739,564014,21059531,847510,1,1.865701915,1,1.191252407
mouse_sample_10-kraken2_chocophlan,9,6.529962631,36621867,3586125,3328743,553960,7069457,25412325,1,2.552769153,1,1.27511434
mouse_sample_10-kraken2_minikraken,4,4.646089461,33187370,11511159,9211351,375619,4863489,16437096,2,2.111706277,1,1.123548547
mouse_sample_10-kraken2_refseqV205,9,5.585997019,36213976,4477405,3533573,3103358,7715437,20917775,1,1.640227135,1,1.158841165
mouse_sample_10-kraken2_refseqV205_100GB,4,4.646089461,33187370,11511159,9211351,375619,4863489,16437096,2,2.111706277,1,1.123548547
mouse_sample_10-kraken2_refseqV205_500GB,1,1.166994884,33187370,9368597,7157884,6807741,15939220,1071808,1,1.48214819,1,1.191595448
mouse_sample_10-kraken2_refseqV208_nt,1,3.972622205,33187370,6877863,5831575,1403293,14403214,10503000,1,2.00607856,1,2.39521311
mouse_sample_10-kraken2_standard_0521,1,4.061489446,33187370,7142591,6574487,1223244,11634191,13187344,1,1.459041696,1,1.230794045
mouse_sample_11-kraken2_GTDBr202RefSeqV205,0,0.63375893,33268448,27299190,26302552,635775,4258623,1074860,2,2.474888129,1,2.309893127
mouse_sample_11-kraken2_chocophlan,0,3.275620612,33268448,18045348,17476095,1164940,2943037,11115123,2,2.50033564,1,2.047533211
mouse_sample_11-kraken2_minikraken,9,6.470519274,33268448,8333120,8014583,305875,1014720,23614580,2,2.630113609,1,1.899096302
mouse_sample_11-kraken2_refseqV205,0,0.94007397,33268448,25310102,23004516,2941954,3206682,1809682,1,1.862054607,1,2.965474282
mouse_sample_11-kraken2_refseqV205_100GB,9,6.470519274,33268448,8333120,8014583,305875,1014720,23614580,2,2.630113609,1,1.899096302
mouse_sample_11-kraken2_refseqV205_500GB,0,1.148631791,33268448,24474337,21941260,3330951,2903927,2559227,1,1.939987409,1,3.002174986
mouse_sample_11-kraken2_refseqV208_nt,6,4.992801979,33268448,10527850,8478484,872599,7716785,14151214,4,3.857180675,6,4.584302271
mouse_sample_11-kraken2_standard_0521,9,4.995148075,33268448,11870459,10986002,605728,3263057,17529197,2,2.465268239,1,2.122152938
mouse_sample_12-kraken2_GTDBr202RefSeqV205,0,1.006252676,33221934,17441985,16104706,874932,13643653,1261364,2,2.529530295,1,1.455930974
mouse_sample_12-kraken2_chocophlan,1,3.014274515,33221934,14665115,13813988,1768174,7600751,9187894,2,2.504396626,1,1.713090456
mouse_sample_12-kraken2_minikraken,2,4.538655456,33221934,13624232,11742720,381212,2962631,16253813,2,2.246608187,1,1.229227332
mouse_sample_12-kraken2_refseqV205,1,1.291836171,33221934,15364592,10860972,7598018,8436829,1822486,1,1.651953312,1,1.655037692
mouse_sample_12-kraken2_refseqV205_100GB,2,4.538655456,33221934,13624232,11742720,381212,2962631,16253813,2,2.246608187,1,1.229227332
mouse_sample_12-kraken2_refseqV205_500GB,1,1.500673681,33221934,14757353,9994319,8248873,7698835,2516864,1,1.729181671,1,1.680725071
mouse_sample_12-kraken2_refseqV208_nt,1,3.459529057,33221934,10449134,8587735,1184058,12562202,9026540,2,3.45407404,1,2.356558349
mouse_sample_12-kraken2_standard_0521,1,3.134981094,33221934,12131213,10572412,942530,10129363,10018824,1,1.825122808,1,1.21038707
mouse_sample_13-kraken2_GTDBr202RefSeqV205,1,1.087042545,33184772,8396430,7896987,605586,23330975,851781,1,1.765702972,1,1.171744644
mouse_sample_13-kraken2_chocophlan,1,1.836562746,33184772,7143389,6628523,1025545,21083945,3931893,1,2.154037122,1,1.107469072
mouse_sample_13-kraken2_minikraken,9,5.01861411,33184772,9186104,6990500,383514,5919218,17695931,2,2.018627742,1,1.098788556
mouse_sample_13-kraken2_refseqV205,1,0.906425393,33184772,8200615,6579737,4088364,20637336,258452,1,1.409282539,1,1.065629159
mouse_sample_13-kraken2_refseqV205_100GB,9,5.01861411,33184772,9186104,6990500,383514,5919218,17695931,2,2.018627742,1,1.098788556
mouse_sample_13-kraken2_refseqV205_500GB,1,1.037796674,33184772,7974696,6155830,4600740,20040255,569079,1,1.554443416,1,1.106060127
mouse_sample_13-kraken2_refseqV208_nt,5,4.582297115,33184772,5366034,4601680,1666719,13804009,12348010,1,1.865672018,1,2.739844925
mouse_sample_13-kraken2_standard_0521,1,4.454013455,33184772,6495737,5985729,1482381,10469035,14737618,1,1.367759031,1,1.255064101
mouse_sample_14-kraken2_GTDBr202RefSeqV205,0,0.956961423,33279864,25791114,24640970,615410,5029625,1843715,2,2.780788417,1,2.692603524
mouse_sample_14-kraken2_chocophlan,0,2.50528668,33279864,20585505,20093520,1037057,3262959,8394343,2,2.435178587,1,1.62462783
mouse_sample_14-kraken2_minikraken,9,5.584093823,33279864,11619550,11229697,243192,1030495,20386558,2,2.537579361,1,1.689596747
mouse_sample_14-kraken2_refseqV205,0,0.691516317,33279864,26303980,22733375,2309025,3467427,1199426,1,1.985160403,1,2.201890912
mouse_sample_14-kraken2_refseqV205_100GB,9,5.584093823,33279864,11619550,11229697,243192,1030495,20386558,2,2.537579361,1,1.689596747
mouse_sample_14-kraken2_refseqV205_500GB,0,0.870535979,33279864,25557814,21440624,2639130,3328924,1753992,1,2.101034053,1,2.295171953
mouse_sample_14-kraken2_refseqV208_nt,7,5.75258697,33279864,8016314,6540643,891322,8110190,16262038,4,3.818071359,6,5.13968711
mouse_sample_14-kraken2_standard_0521,1,4.28666869,33279864,15126769,14109535,576460,2457449,15119185,2,2.185537592,1,2.167777236
mouse_sample_15-kraken2_GTDBr202RefSeqV205,0,0.966212446,33240228,19296937,18011704,802833,11855041,1285417,2,2.600243139,1,1.557211654
mouse_sample_15-kraken2_chocophlan,1,2.180280171,33240228,16282620,15610670,1555712,9067236,6334660,2,2.466211612,1,1.282017475
mouse_sample_15-kraken2_minikraken,9,5.337580356,33240228,10824790,9628766,336774,2852295,19226319,2,2.324030359,1,1.262980863
mouse_sample_15-kraken2_refseqV205,0,1.090559818,33240228,17999100,13849809,4260139,9455986,1524993,1,1.936939382,1,1.509498745
mouse_sample_15-kraken2_refseqV205_100GB,9,5.337580356,33240228,10824790,9628766,336774,2852295,19226319,2,2.324030359,1,1.262980863
mouse_sample_15-kraken2_refseqV205_500GB,0,1.283910507,33240228,17369400,12959985,4706645,9020925,2143256,1,2.029163236,1,1.533945244
mouse_sample_15-kraken2_refseqV208_nt,5,4.490324435,33240228,9868701,8391851,1309148,9762204,12300175,1,3.302862625,1,3.506779514
mouse_sample_15-kraken2_standard_0521,1,3.850576657,33240228,13061750,11576886,1041342,6088744,13048391,1,1.773985876,1,1.430704263
mouse_sample_16-kraken2_GTDBr202RefSeqV205,1,1.355469633,33171548,8158506,7567747,797670,22611245,1604127,1,1.921745835,1,1.282236516
mouse_sample_16-kraken2_chocophlan,6,4.959939615,33171548,8096991,7250394,1756762,7799055,15518740,1,2.484164616,1,2.628027242
mouse_sample_16-kraken2_minikraken,1,3.750353022,34617491,16932056,14052006,280604,3435521,13969304,2,2.017633391,1,1.029790241
mouse_sample_16-kraken2_refseqV205,1,0.971537747,33171548,8460358,6112723,16639588,7850836,220761,1,1.281233225,1,1.136353377
mouse_sample_16-kraken2_refseqV205_100GB,0,1.166661954,33171548,24210024,20092648,400958,4912584,3647969,2,2.017917089,1,1.029813434
mouse_sample_16-kraken2_refseqV205_500GB,1,1.12599002,33171548,8154055,5342909,17940742,6563977,512765,1,1.356392617,1,1.279891139
mouse_sample_16-kraken2_refseqV208_nt,1,1.327661525,33171548,7539059,5167315,870640,22977933,1783916,1,1.812195626,1,1.149258029
mouse_sample_16-kraken2_standard_0521,1,1.161089859,33171548,7991725,7111512,738923,22862440,1578459,1,1.36929017,1,1.019016693
mouse_sample_17-kraken2_GTDBr202RefSeqV205,0,0.994757553,33257942,18857403,18330869,584128,12427504,1388907,2,2.422556358,1,1.542412941
mouse_sample_17-kraken2_chocophlan,1,3.952718722,33257942,13514553,12984432,1137763,5572341,13033285,2,2.460733914,1,2.038639236
mouse_sample_17-kraken2_minikraken,9,5.467862774,33257942,10747361,9294178,310965,2446934,19752566,2,2.491405785,1,1.34902903
mouse_sample_17-kraken2_refseqV205,0,1.272061242,33257942,17525327,14502869,6455468,7277544,1999589,1,1.436759968,1,2.065910423
mouse_sample_17-kraken2_refseqV205_100GB,9,5.467862774,33257942,10747361,9294178,310965,2446934,19752566,2,2.491405785,1,1.34902903
mouse_sample_17-kraken2_refseqV205_500GB,0,1.464062449,33257942,16996621,13556296,7015678,6509276,2736362,1,1.514352284,1,2.064775407
mouse_sample_17-kraken2_refseqV208_nt,2,4.329650915,33257942,8616613,7372261,796957,12224617,11619755,2,3.124491033,1,3.020740772
mouse_sample_17-kraken2_standard_0521,1,4.517518673,33257942,8776941,8106464,606838,8649876,15224287,1,2.115441024,1,1.380489269
mouse_sample_18-kraken2_GTDBr202RefSeqV205,1,1.125579071,33192386,12797454,12377293,648418,18430840,1315674,1,1.988795808,1,1.314645344
mouse_sample_18-kraken2_chocophlan,4,4.473473404,33192386,10953165,10327232,1392276,6627871,14219074,1,2.416372903,1,2.587457119
mouse_sample_18-kraken2_minikraken,0,2.411758438,33192386,20459863,17369809,367319,4057569,8307606,2,2.178768319,1,1.104848494
mouse_sample_18-kraken2_refseqV205,1,0.910400626,33192386,12695820,11070640,12988854,6994902,512806,1,1.277125834,1,1.288749721
mouse_sample_18-kraken2_refseqV205_100GB,0,2.411758438,33192386,20459863,17369809,367319,4057569,8307606,2,2.178768319,1,1.104848494
mouse_sample_18-kraken2_refseqV205_500GB,1,1.067134222,33192386,12342369,10385240,14014691,5955076,880246,1,1.353534017,1,1.432243686
mouse_sample_18-kraken2_refseqV208_nt,1,2.195307352,33192386,8147639,6477098,787023,19644998,4612726,1,2.2674979,1,1.505135404
mouse_sample_18-kraken2_standard_0521,1,2.269231353,33192386,8124134,7568527,631623,18433751,6002878,1,1.68774253,1,1.097404647
mouse_sample_19-kraken2_GTDBr202RefSeqV205,0,0.962281616,33262692,19891031,19502610,652126,11289768,1429767,2,2.266408639,1,1.564442245
mouse_sample_19-kraken2_chocophlan,1,3.504765279,33262692,13877064,13475153,1340309,6680630,11364689,1,2.076200339,1,1.723337021
mouse_sample_19-kraken2_minikraken,9,5.786859554,33262692,8642291,7582131,320270,3474334,20825177,2,2.379233147,1,1.235447427
mouse_sample_19-kraken2_refseqV205,0,1.314534013,33262692,18188774,15379989,6417943,6442857,2213093,1,1.398308305,1,2.302179763
mouse_sample_19-kraken2_refseqV205_100GB,9,5.786859554,33262692,8642291,7582131,320270,3474334,20825177,2,2.379233147,1,1.235447427
mouse_sample_19-kraken2_refseqV205_500GB,0,1.52456999,33262692,17639517,14478868,6976319,5581237,3065613,1,1.462065166,1,2.315059905
mouse_sample_19-kraken2_refseqV208_nt,5,4.475662042,33262692,7723797,6900356,814778,12496482,12227635,2,3.010929357,1,2.910468242
mouse_sample_19-kraken2_standard_0521,9,5.020198726,33262692,6768666,6257278,599276,8863936,17030813,1,2.155345784,1,1.400771734
mouse_sample_2-kraken2_GTDBr202RefSeqV205,1,1.12551577,33165928,15276111,14194471,465840,15992507,1431470,1,2.544311352,1,1.454450075
mouse_sample_2-kraken2_chocophlan,1,1.780617958,33165928,12397737,11246082,996333,15764574,4007284,2,3.145564786,1,1.259549481
mouse_sample_2-kraken2_minikraken,1,3.964287416,33165928,13044277,9046703,408070,5961434,13752133,2,2.746810596,1,1.105280542
mouse_sample_2-kraken2_refseqV205,1,0.671563871,33165928,15679133,12486963,2073676,15219200,193919,1,1.942613986,1,1.084118482
mouse_sample_2-kraken2_refseqV205_100GB,1,3.964287416,33165928,13044277,9046703,408070,5961434,13752133,2,2.746810596,1,1.105280542
mouse_sample_2-kraken2_refseqV205_500GB,1,0.815800119,33165928,15237431,11371756,2490837,14949560,488095,1,2.217235411,1,1.146595351
mouse_sample_2-kraken2_refseqV208_nt,1,3.456089515,33165928,11434891,8650777,1012010,11796947,8922080,1,2.940574698,1,2.657450695
mouse_sample_2-kraken2_standard_0521,1,3.163482716,33165928,13274245,12244984,811797,8897755,10182131,1,2.109580351,1,1.300115591
mouse_sample_20-kraken2_GTDBr202RefSeqV205,1,1.10798931,33236688,14655536,14211359,690288,16479783,1411081,1,2.188844366,1,1.372301626
mouse_sample_20-kraken2_chocophlan,2,4.353908639,33236688,10179289,9714643,1434915,7538486,14083998,1,2.214455212,1,1.960070762
mouse_sample_20-kraken2_minikraken,6,4.655637379,33236688,12198249,10452840,350260,4118225,16569409,2,2.264860389,1,1.169215135
mouse_sample_20-kraken2_refseqV205,1,1.762876554,33236688,12866963,10548631,9136438,8210060,3023210,1,1.36087357,1,2.308094947
mouse_sample_20-kraken2_refseqV205_100GB,6,4.655637379,33236688,12198249,10452840,350260,4118225,16569409,2,2.264860389,1,1.169215135
mouse_sample_20-kraken2_refseqV205_500GB,1,1.984855862,33236688,12449622,9791682,9852445,6929308,4005302,1,1.415615819,1,2.3054165
mouse_sample_20-kraken2_refseqV208_nt,1,3.841172141,33236688,6618336,5545685,738881,15873053,10006418,2,2.950326237,1,2.232093473
mouse_sample_20-kraken2_standard_0521,1,4.128893077,33236688,6296922,5825559,543628,13049981,13346157,1,2.095913014,1,1.224210288
mouse_sample_21-kraken2_GTDBr202RefSeqV205,0,0.634898661,33231894,19111027,18325374,367967,13269844,483056,1,1.914576579,1,1.209274201
mouse_sample_21-kraken2_chocophlan,1,3.54338552,33231894,8169229,7856887,993412,14235192,9834061,4,3.451793415,1,1.81366082
mouse_sample_21-kraken2_minikraken,9,5.182117757,33231894,10405383,9170439,405576,3971244,18449673,2,2.678721127,1,1.278678419
mouse_sample_21-kraken2_refseqV205,0,0.532737496,33231894,18875538,17723130,1851572,12364196,140586,1,1.57471003,1,1.09371406
mouse_sample_21-kraken2_refseqV205_100GB,9,5.182117757,33231894,10405383,9170439,405576,3971244,18449673,2,2.678721127,1,1.278678419
