File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
RefSeqV93_JGI_SRR033547_0.75,0.23,0.02,0:00.06,165348, 24 ,389%
RefSeqV93_ani97_cLOW_stFalse_r1_0.55,335.89,153.26,1:29.55,811925660, 12 ,546%
RefSeqV93_ani100_cHIGH_stTrue_r9_0.20,379.07,158.63,1:36.37,833721828, 12 ,557%
RefSeqV93_ani97_cHIGH_stTrue_r0_0.30,375.92,164.24,1:38.13,833730772, 12 ,550%
RefSeqV93_UnAmbiguouslyMapped_ds.nycsm_0.95,8.24,42.80,0:16.39,244727372, 24 ,311%
RefSeqV93_ani97_cLOW_stFalse_r7_0.70,353.75,155.42,1:30.01,828858648, 12 ,565%
RefSeqV93_ani100_cLOW_stFalse_r8_0.45,375.57,162.79,1:37.73,826670792, 12 ,550%
RefSeqV93_ani100_cHIGH_stFalse_r8_0.20,371.63,153.22,1:33.51,833050208, 12 ,561%
RefSeqV93_ani97_cLOW_stTrue_r8_0.60,358.76,150.96,1:29.89,833676680, 12 ,567%
RefSeqV93_ani97_cHIGH_stFalse_r8_0.75,365.73,160.91,1:35.53,833759840, 12 ,551%
RefSeqV93_ani100_cLOW_stTrue_r7_0.20,351.42,158.38,1:33.93,829833240, 12 ,542%
RefSeqV93_ani99_cHIGH_stTrue_r8_0.20,362.48,162.38,1:34.35,833712876, 12 ,556%
RefSeqV93_RH_S004__insert_270_0.15,2859.88,206.84,3:03.94,835754612, 24 ,1667%
RefSeqV93_ani100_cHIGH_stTrue_r8_0.85,378.03,162.86,1:36.97,833739752, 12 ,557%
RefSeqV93_ABRF_MGRG_5ng_0.10,76.20,47.59,0:12.82,106664936, 24 ,965%
RefSeqV93_NegControl_MH1_0.90,17.74,118.20,0:45.01,680026000, 24 ,302%
RefSeqV93_ani100_cHIGH_stTrue_r0_0.05,362.45,146.92,1:29.85,833598548, 12 ,566%
RefSeqV93_ani100_cLOW_stFalse_r7_0.45,380.11,167.18,1:40.19,831851644, 12 ,546%
RefSeqV93_ani97_cLOW_stFalse_r8_0.70,344.66,156.98,1:29.61,824397796, 12 ,559%
RefSeqV93_MGRG_nanopore_b3.fail.2d_0.95,0.30,0.28,0:00.31,1107644, 24 ,190%
RefSeqV93_ani99_cHIGH_stFalse_r5_0.65,351.32,158.72,1:33.19,833726324, 12 ,547%
RefSeqV93_Huttenhower_LC5_0.45,4.36,29.16,0:12.24,163902044, 24 ,273%
RefSeqV93_ani97_cLOW_stTrue_r7_0.60,367.81,164.49,1:36.60,833226696, 12 ,551%
RefSeqV93_ani100_cHIGH_stFalse_r7_0.20,349.15,146.43,1:28.09,832116004, 12 ,562%
RefSeqV93_ani99_cHIGH_stTrue_r7_0.20,364.91,156.45,1:31.34,833721612, 12 ,570%
RefSeqV93_UnAmbiguouslyMapped_ds.soil_0.35,44.43,136.98,0:55.01,754258684, 24 ,329%
RefSeqV93_ani100_cLOW_stTrue_r8_0.20,366.96,160.90,1:38.75,833302544, 12 ,534%
RefSeqV93_ani95_cLOW_stTrue_r5_0.70,365.62,154.17,1:30.14,833516164, 12 ,576%
RefSeqV93_ani99_cLOW_stFalse_r0_0.60,357.75,157.82,1:34.57,804587144, 12 ,545%
RefSeqV93_ani97_cHIGH_stFalse_r7_0.75,362.05,151.32,1:29.04,833742228, 12 ,576%
RefSeqV93_ZymoMock_0.00,310.55,138.37,1:07.37,686459256, 24 ,666%
RefSeqV93_ani95_cLOW_stFalse_r5_0.75,361.34,156.23,1:32.82,829780064, 12 ,557%
RefSeqV93_ani100_cHIGH_stTrue_r7_0.85,354.63,151.45,1:28.81,833739124, 12 ,569%
RefSeqV93_ABRF_MGRG_Half_0.50,81.35,42.46,0:13.25,109660200, 24 ,934%
RefSeqV93_ani100_cLOW_stTrue_r3_0.35,359.27,156.97,1:31.13,832844468, 12 ,566%
RefSeqV93_RM2_S002__insert_270_1.00,2924.08,247.56,3:22.07,833994268, 24 ,1569%
RefSeqV93_ani97_cHIGH_stTrue_r4_0.25,353.92,152.62,1:29.08,833718584, 12 ,568%
RefSeqV93_ani97_cLOW_stFalse_r3_0.65,341.89,152.90,1:31.08,829984708, 12 ,543%
RefSeqV93_MGRG_nanopore_b9.pass.2d_0.60,0.29,0.01,0:00.05,58440, 24 ,522%
RefSeqV93_ani97_cHIGH_stTrue_r6_1.00,364.72,155.20,1:30.17,833758484, 12 ,576%
RefSeqV93_ani99_cHIGH_stTrue_r3_0.35,368.04,164.80,1:38.75,833738716, 12 ,539%
RefSeqV93_ani95_cLOW_stTrue_r1_0.65,332.53,154.13,1:31.71,831636668, 12 ,530%
RefSeqV93_ani99_cLOW_stFalse_r4_0.75,350.19,155.05,1:30.05,832911140, 12 ,561%
RefSeqV93_ani97_cHIGH_stFalse_r3_0.60,371.05,164.13,1:38.11,833720008, 12 ,545%
RefSeqV93_Huttenhower_HC2_0.40,16.93,87.15,0:32.16,453348020, 24 ,323%
RefSeqV93_Mavromatis_simHC_0.25,23.72,109.55,0:40.60,602176068, 24 ,328%
RefSeqV93_ani95_cLOW_stFalse_r1_0.60,353.51,147.75,1:28.53,824058948, 12 ,566%
RefSeqV93_NegControl_MH2_0.05,18.59,118.49,0:46.05,680404128, 24 ,297%
RefSeqV93_ani100_cHIGH_stTrue_r3_0.90,375.54,157.24,1:35.58,833716904, 12 ,557%
RefSeqV93_ani97_cHIGH_stTrue_r9_1.00,358.85,154.40,1:29.63,833743728, 12 ,572%
RefSeqV93_ani100_cHIGH_stTrue_r4_0.10,349.66,155.03,1:34.48,833705668, 12 ,534%
RefSeqV93_MGRG_nanopore_b1.fail.2d_0.15,0.42,1.60,0:01.75,8559396, 24 ,115%
RefSeqV93_ani100_cLOW_stFalse_r3_0.50,371.68,165.29,1:36.33,831469560, 12 ,557%
RefSeqV93_ABRF_MGRG_1ng_0.95,80.28,43.57,0:11.94,87455396, 24 ,1037%
RefSeqV93_MGRG_nanopore_b7.fail.2d_0.30,2.55,26.46,0:12.29,148761028, 24 ,235%
RefSeqV93_MGRG_nanopore_b8.pass.2d_0.20,0.27,0.39,0:00.44,2004088, 24 ,149%
RefSeqV93_MGRG_nanopore_R6_2d_pass_0.35,18.12,108.58,0:40.84,568309972, 24 ,310%
RefSeqV93_ani99_cHIGH_stFalse_r1_0.70,346.19,152.95,1:28.72,833470508, 12 ,562%
RefSeqV93_ani97_cLOW_stTrue_r3_0.75,350.57,163.70,1:33.88,833196892, 12 ,547%
RefSeqV93_Huttenhower_LC1_0.50,4.42,28.36,0:12.09,164412696, 24 ,271%
RefSeqV93_ani100_cHIGH_stFalse_r3_0.35,368.95,149.43,1:30.88,791544540, 12 ,570%
RefSeqV93_ani97_cLOW_stTrue_r7_1.00,358.18,162.36,1:35.25,833258224, 12 ,546%
RefSeqV93_Huttenhower_LC7_0.00,7.52,144.95,1:36.84,152119248, 24 ,157%
RefSeqV93_ani97_cLOW_stTrue_r5_0.25,354.86,159.55,1:34.31,833678924, 12 ,545%
RefSeqV93_ani99_cHIGH_stFalse_r7_0.20,363.14,158.70,1:34.21,833737956, 12 ,553%
RefSeqV93_ani100_cHIGH_stFalse_r5_0.65,357.43,144.13,1:27.62,825789172, 12 ,572%
RefSeqV93_ani100_cHIGH_stTrue_r2_0.40,363.74,158.38,1:37.19,833680340, 12 ,537%
RefSeqV93_ani100_cLOW_stFalse_r5_0.00,367.69,170.88,2:00.43,823902152, 12 ,447%
RefSeqV93_UnAmbiguouslyMapped_ds.7_0.25,79.74,146.91,0:58.94,824907916, 24 ,384%
RefSeqV93_MGRG_nanopore_b7.pass.2d_0.75,0.51,2.85,0:03.02,16140916, 24 ,111%
RefSeqV93_ani95_cLOW_stFalse_r7_0.30,329.91,141.09,1:27.06,728124540, 12 ,540%
RefSeqV93_ani100_cLOW_stFalse_r2_0.80,361.38,157.68,1:30.60,831503868, 12 ,572%
RefSeqV93_MGRG_nanopore_b1.pass.2d_0.50,0.25,0.36,0:00.41,1841164, 24 ,149%
RefSeqV93_ani99_cHIGH_stTrue_r5_0.65,353.47,159.28,1:32.94,833717016, 12 ,551%
RefSeqV93_ani95_cLOW_stTrue_r7_0.35,350.21,159.50,1:33.46,831991140, 12 ,545%
RefSeqV93_ani99_cLOW_stFalse_r2_0.25,351.33,153.91,1:31.79,825929424, 12 ,550%
RefSeqV93_UnAmbiguouslyMapped_ds.gut_0.00,7.98,39.87,0:15.94,226856924, 24 ,300%
RefSeqV93_ani99_cLOW_stFalse_r0_1.00,343.90,151.83,1:26.78,804587540, 12 ,571%
RefSeqV93_MGRG_nanopore_b8.fail.2d_0.65,1.89,18.59,0:10.03,104908160, 24 ,204%
RefSeqV93_ani97_cHIGH_stFalse_r5_0.30,354.67,152.95,1:29.37,833700444, 12 ,568%
RefSeqV93_NA12878_NegControl_SL126487_0_0.20,786.25,177.60,1:38.94,828396248, 24 ,974%
RefSeqV93_Huttenhower_LC8_0.00,7.95,170.01,1:54.85,173928688, 24 ,154%
RefSeqV93_ani99_cHIGH_stFalse_r8_0.20,350.94,157.17,1:30.20,833683976, 12 ,563%
RefSeqV93_ani97_cLOW_stTrue_r8_1.00,372.18,166.99,1:39.49,833690112, 12 ,541%
RefSeqV93_ani97_cHIGH_stTrue_r2_0.75,352.95,150.25,1:28.58,833743704, 12 ,568%
RefSeqV93_ani97_cLOW_stFalse_r5_0.35,371.18,157.70,1:31.98,832297456, 12 ,574%
RefSeqV93_ani95_cLOW_stFalse_r8_0.30,334.55,116.95,1:13.76,625432452, 12 ,612%
RefSeqV93_MGRG_nanopore_b9.fail.2d_0.25,0.25,0.76,0:00.79,3190844, 24 ,129%
RefSeqV93_Carma_eval_carma_0.30,1.68,11.92,0:08.01,64140364, 24 ,169%
RefSeqV93_NA12878_NegControl_SL126488_0_0.90,370.38,163.45,1:16.10,829936436, 24 ,701%
RefSeqV93_ani95_cLOW_stTrue_r8_0.35,357.16,154.64,1:30.07,832576840, 12 ,568%
RefSeqV93_ani100_cLOW_stTrue_r5_0.65,366.22,162.44,1:35.45,833155372, 12 ,553%
RefSeqV93_ani95_cLOW_stFalse_r1_1.00,355.08,155.55,1:33.48,824098596, 12 ,546%
RefSeqV93_ani95_cLOW_stFalse_r3_0.25,332.59,169.38,1:47.21,828103800, 12 ,468%
RefSeqV93_ani100_cLOW_stFalse_r6_0.95,363.34,157.12,1:30.66,827754484, 12 ,574%
RefSeqV93_HMP_even_454_SRR072233_0.95,145.72,113.02,0:43.96,556131056, 24 ,588%
RefSeqV93_RH_S003__insert_270_0.30,2954.35,213.65,3:09.39,835703056, 24 ,1672%
RefSeqV93_UnAmbiguouslyMapped_ds.cityparks_0.20,21.02,107.61,0:41.46,609511472, 24 ,310%
RefSeqV93_ani99_cHIGH_stTrue_r1_0.70,375.87,164.06,1:39.75,833726608, 12 ,541%
RefSeqV93_ani97_cHIGH_stFalse_r3_1.00,367.86,160.49,1:35.16,833759040, 12 ,555%
RefSeqV93_ani95_cLOW_stTrue_r3_0.20,354.00,152.39,1:29.30,831795548, 12 ,567%
RefSeqV93_Huttenhower_LC4_0.95,4.35,26.39,0:11.30,154159292, 24 ,271%
RefSeqV93_ani97_cHIGH_stFalse_r1_0.25,375.61,161.72,1:38.81,833748340, 12 ,543%
RefSeqV93_ani97_cLOW_stTrue_r1_0.30,344.18,160.90,1:34.12,833113072, 12 ,536%
RefSeqV93_Huttenhower_LC3_0.15,4.65,27.25,0:11.43,157054616, 24 ,279%
RefSeqV93_ani99_cHIGH_stFalse_r3_0.35,347.45,154.89,1:28.66,833727312, 12 ,566%
RefSeqV93_ani100_cHIGH_stFalse_r1_0.70,394.16,136.57,1:26.37,679966980, 12 ,614%
RefSeqV93_ani100_cHIGH_stTrue_r6_0.55,343.98,153.40,1:32.11,833720784, 12 ,539%
RefSeqV93_RM2_S001__insert_270_0.00,2708.95,206.50,3:24.62,835854164, 24 ,1424%
RefSeqV93_ani100_cLOW_stFalse_r1_0.15,370.99,161.69,1:35.51,827767120, 12 ,557%
RefSeqV93_JGI_SRR033548_0.00,2.28,47.60,1:08.50,52134428, 24 ,72%
RefSeqV93_ani97_cHIGH_stTrue_r9_0.60,356.49,152.77,1:30.15,833726364, 12 ,564%
RefSeqV93_NegControl_LM_0.85,17.71,118.34,0:46.48,679877716, 24 ,292%
RefSeqV93_UnAmbiguouslyMapped_ds.frankengenome_0.35,16.80,98.04,0:36.54,538909124, 24 ,314%
RefSeqV93_ani100_cLOW_stFalse_r9_0.95,363.91,155.97,1:30.69,833166576, 12 ,573%
RefSeqV93_RM2_S002__insert_270_0.60,2916.49,213.17,3:04.70,834792656, 24 ,1694%
RefSeqV93_ani100_cLOW_stTrue_r1_0.70,363.75,160.77,1:34.15,831203160, 12 ,557%
RefSeqV93_ani97_cHIGH_stTrue_r6_0.60,357.53,153.42,1:29.64,833725916, 12 ,569%
RefSeqV93_BioPool_0.05,16.99,36.62,0:13.32,113016904, 24 ,402%
RefSeqV93_JGI_SRR033547_0.00,0.30,0.14,0:00.72,165752, 24 ,61%
RefSeqV93_ani97_cLOW_stFalse_r1_0.20,330.67,160.17,1:33.11,811957160, 12 ,527%
RefSeqV93_MGRG_nanopore_b9.pass.2d_1.00,0.21,0.01,0:00.05,58608, 24 ,466%
RefSeqV93_ani100_cHIGH_stTrue_r9_0.55,364.10,155.50,1:30.84,833718660, 12 ,571%
RefSeqV93_ani97_cHIGH_stTrue_r0_0.45,355.61,156.20,1:30.37,833733856, 12 ,566%
RefSeqV93_ani97_cLOW_stFalse_r7_0.05,359.53,156.23,1:34.11,828844796, 12 ,548%
RefSeqV93_ani100_cLOW_stFalse_r8_0.30,375.94,166.52,1:38.69,826698848, 12 ,549%
RefSeqV93_ani100_cHIGH_stFalse_r8_0.55,388.22,157.42,1:36.10,833046564, 12 ,567%
RefSeqV93_MGRG_nanopore_b4.fail.2d_0.85,0.55,4.28,0:04.51,22290000, 24 ,107%
RefSeqV93_ani97_cLOW_stTrue_r8_0.15,372.41,165.45,1:39.25,833688468, 12 ,541%
RefSeqV93_ani97_cHIGH_stFalse_r8_0.00,388.27,159.26,1:44.62,833740108, 12 ,523%
RefSeqV93_RH_S004__insert_270_0.60,3080.02,236.71,3:19.64,834754868, 24 ,1661%
RefSeqV93_ani99_cHIGH_stTrue_r8_0.55,325.05,150.93,1:29.01,833728216, 12 ,534%
RefSeqV93_ani100_cLOW_stTrue_r7_0.55,339.60,172.55,1:47.18,829810788, 12 ,477%
RefSeqV93_ani97_cLOW_stFalse_r0_0.85,362.83,157.71,1:34.02,830720900, 12 ,553%
RefSeqV93_ani100_cHIGH_stTrue_r0_0.70,363.00,145.79,1:29.45,833613392, 12 ,568%
RefSeqV93_ABRF_MGRG_5ng_0.65,71.77,44.51,0:12.13,106699336, 24 ,958%
RefSeqV93_ani95_cLOW_stFalse_r2_0.80,336.54,151.49,1:31.32,825040016, 12 ,534%
RefSeqV93_ani100_cLOW_stFalse_r7_0.30,366.63,156.83,1:31.56,831847676, 12 ,571%
RefSeqV93_ani97_cLOW_stFalse_r8_0.05,354.36,160.23,1:39.39,824424544, 12 ,517%
RefSeqV93_ani97_cHIGH_stFalse_r0_0.80,356.45,174.38,1:49.10,833707992, 12 ,486%
RefSeqV93_ani97_cLOW_stTrue_r7_0.15,355.53,163.15,1:34.56,833226860, 12 ,548%
RefSeqV93_Huttenhower_LC5_0.30,4.34,28.35,0:11.91,163879616, 24 ,274%
RefSeqV93_ani99_cHIGH_stFalse_r5_0.10,356.45,155.52,1:30.17,833721076, 12 ,567%
RefSeqV93_ani95_cLOW_stTrue_r2_0.85,355.31,174.33,1:49.30,831000640, 12 ,484%
RefSeqV93_ani100_cHIGH_stFalse_r7_0.55,382.80,157.75,1:38.83,832111752, 12 ,546%
RefSeqV93_UnAmbiguouslyMapped_ds.soil_0.40,42.55,134.60,0:53.37,754146396, 24 ,331%
RefSeqV93_ani100_cLOW_stTrue_r8_0.55,356.10,173.95,1:49.96,833289868, 12 ,482%
RefSeqV93_ani99_cHIGH_stTrue_r7_0.55,364.89,160.56,1:35.46,833728308, 12 ,550%
RefSeqV93_ani95_cLOW_stTrue_r5_0.05,363.35,150.60,1:29.53,833507620, 12 ,574%
RefSeqV93_ani99_cLOW_stFalse_r0_0.15,347.67,152.00,1:30.57,804630252, 12 ,551%
RefSeqV93_ani97_cLOW_stTrue_r0_0.95,364.53,163.08,1:37.01,833617224, 12 ,543%
RefSeqV93_ani99_cHIGH_stFalse_r2_0.90,359.26,158.65,1:33.09,832932808, 12 ,556%
RefSeqV93_ani97_cHIGH_stFalse_r7_0.00,378.75,159.90,1:41.48,833760316, 12 ,530%
RefSeqV93_ZymoMock_0.75,293.50,134.88,1:00.42,686550344, 24 ,708%
RefSeqV93_ani95_cLOW_stFalse_r5_0.00,386.99,159.21,1:39.47,829679816, 12 ,549%
RefSeqV93_ABRF_MGRG_Half_0.25,80.39,42.61,0:12.84,109688412, 24 ,957%
RefSeqV93_ani99_cHIGH_stFalse_r9_0.85,354.13,155.03,1:30.03,833729028, 12 ,565%
RefSeqV93_ani100_cLOW_stTrue_r3_0.40,351.07,154.41,1:29.47,832847288, 12 ,564%
RefSeqV93_ani97_cLOW_stFalse_r4_0.90,353.27,155.17,1:32.26,816519332, 12 ,551%
RefSeqV93_ani97_cHIGH_stTrue_r4_0.50,357.99,157.52,1:32.85,833721432, 12 ,555%
RefSeqV93_MGRG_nanopore_b9.pass.2d_0.15,0.32,0.02,0:00.06,58612, 24 ,533%
RefSeqV93_ani97_cLOW_stFalse_r3_0.10,347.72,155.12,1:31.57,829964796, 12 ,549%
RefSeqV93_ani95_cLOW_stFalse_r9_0.95,375.08,156.52,1:34.77,832256912, 12 ,560%
RefSeqV93_ani95_cLOW_stTrue_r9_0.90,345.46,151.39,1:28.59,833209084, 12 ,560%
RefSeqV93_ani99_cHIGH_stTrue_r3_0.40,363.25,155.08,1:30.77,833715988, 12 ,571%
RefSeqV93_ani95_cLOW_stTrue_r1_0.10,356.44,154.20,1:29.23,831666944, 12 ,572%
RefSeqV93_ani99_cLOW_stFalse_r4_0.00,369.11,165.54,1:40.84,832926884, 12 ,530%
RefSeqV93_ani97_cLOW_stTrue_r4_0.80,346.66,158.91,1:32.19,832776320, 12 ,548%
RefSeqV93_ani99_cHIGH_stFalse_r6_0.85,342.55,154.74,1:28.95,833492884, 12 ,559%
RefSeqV93_ani97_cHIGH_stFalse_r3_0.15,360.43,158.60,1:34.79,833736396, 12 ,547%
RefSeqV93_Huttenhower_HC2_0.35,16.48,89.16,0:31.73,453280768, 24 ,332%
RefSeqV93_Mavromatis_simHC_0.50,23.50,106.44,0:40.66,602147936, 24 ,319%
RefSeqV93_ani95_cLOW_stFalse_r1_0.15,357.43,158.49,1:35.53,824037664, 12 ,540%
RefSeqV93_NegControl_MH2_0.70,18.01,121.02,0:48.07,680440880, 24 ,289%
RefSeqV93_ABRF_MGRG_10ng_0.90,96.70,46.52,0:11.45,70333752, 24 ,1250%
RefSeqV93_MGRG_nanopore_b1.fail.2d_0.60,0.44,1.73,0:01.89,8559356, 24 ,114%
RefSeqV93_ani100_cHIGH_stTrue_r4_0.65,363.97,158.67,1:36.69,833711012, 12 ,540%
RefSeqV93_ani95_cLOW_stFalse_r6_0.95,364.96,150.62,1:30.58,826193280, 12 ,569%
RefSeqV93_ani100_cLOW_stFalse_r3_0.25,378.90,168.68,1:38.76,831492700, 12 ,554%
RefSeqV93_NA12878_NegControl_SL126486_0_0.80,569.30,167.60,1:23.24,808514220, 24 ,885%
RefSeqV93_ani100_cLOW_stFalse_r1_1.00,366.65,158.21,1:30.87,827598620, 12 ,577%
RefSeqV93_MGRG_nanopore_b7.fail.2d_0.45,2.62,26.37,0:12.24,148780060, 24 ,236%
RefSeqV93_ani97_cHIGH_stFalse_r4_0.95,377.58,162.28,1:38.18,833781516, 12 ,549%
RefSeqV93_MGRG_nanopore_b8.pass.2d_0.55,0.27,0.35,0:00.43,2005220, 24 ,146%
RefSeqV93_Huttenhower_LC3_1.00,4.45,29.58,0:14.08,157079192, 24 ,241%
RefSeqV93_MGRG_nanopore_R6_2d_pass_0.40,17.30,108.11,0:41.15,568368544, 24 ,304%
RefSeqV93_Huttenhower_LC1_0.25,4.36,29.38,0:12.67,164419420, 24 ,266%
RefSeqV93_ani97_cLOW_stTrue_r3_0.00,356.10,162.04,1:47.89,833195704, 12 ,480%
RefSeqV93_ani99_cLOW_stFalse_r3_0.80,358.75,163.14,1:37.11,829715892, 12 ,537%
RefSeqV93_ani99_cHIGH_stFalse_r1_0.05,358.45,163.94,1:36.44,833470636, 12 ,541%
RefSeqV93_ani95_cLOW_stTrue_r6_0.90,347.34,158.50,1:32.42,830979532, 12 ,547%
