File name,User time (s),System time (s),Wall time (h:mm:ss or m:ss),Maximum set size (kb),Threads,CPU (%)
RefSeqV205_Complete_ani100_cHIGH_stTrue_r6_0.70,413.87,150.09,1:23.84,1161880416, 12 ,672%
RefSeqV205_Complete_ani95_cLOW_stFalse_r3_0.55,426.01,134.87,1:19.16,1129621040, 12 ,708%
RefSeqV205_Complete_ani95_cLOW_stTrue_r9_0.20,359.20,137.01,1:15.09,1155788240, 12 ,660%
RefSeqV205_Complete_ani100_cLOW_stFalse_r1_0.30,434.24,142.44,1:23.26,1127676020, 12 ,692%
RefSeqV205_Complete_NA12878_NegControl_SL126487_0_0.30,785.46,153.97,1:50.70,1162408224, 12 ,848%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r6_0.80,366.16,135.81,1:13.46,1161539336, 12 ,683%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r1_0.00,373.87,136.72,1:17.52,1161936660, 12 ,658%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r3_0.10,373.67,137.20,1:14.36,1161487852, 12 ,686%
RefSeqV205_Complete_MGRG_nanopore_b9.fail.2d_0.00,0.28,0.48,0:00.67,3801288, 12 ,113%
RefSeqV205_Complete_ani99_cLOW_stFalse_r6_0.40,365.67,135.56,1:16.06,1145782992, 12 ,658%
RefSeqV205_Complete_ani100_cLOW_stTrue_r6_0.80,399.95,126.76,1:15.02,1097219472, 12 ,702%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r9_0.80,372.78,138.60,1:15.97,1161926236, 12 ,673%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.7_0.00,79.18,118.48,0:49.19,1117882056, 12 ,401%
RefSeqV205_Complete_JGI_SRR033547_0.20,0.12,0.02,0:00.08,218772, 12 ,181%
RefSeqV205_Complete_ani97_cLOW_stTrue_r4_0.30,352.54,131.85,1:11.30,1153027008, 12 ,679%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r6_0.10,389.64,143.36,1:18.71,1161944172, 12 ,677%
RefSeqV205_Complete_ani100_cHIGH_stFalse_r2_0.20,412.23,139.10,1:20.74,1161774408, 12 ,682%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.cityparks_0.45,20.88,75.74,0:27.27,709187904, 12 ,354%
RefSeqV205_Complete_ani97_cLOW_stFalse_r1_0.50,341.32,132.54,1:10.29,1077530916, 12 ,674%
RefSeqV205_Complete_Mavromatis_simMC_0.80,24.23,89.19,0:34.30,843230064, 12 ,330%
RefSeqV205_Complete_Carma_eval_carma_0.60,1.64,13.49,0:09.46,114658088, 12 ,159%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r1_0.90,401.89,141.68,1:17.83,1161934752, 12 ,698%
RefSeqV205_Complete_ani95_cLOW_stTrue_r6_0.20,389.42,131.89,1:16.02,1142649824, 12 ,685%
RefSeqV205_Complete_MGRG_nanopore_b8.fail.2d_0.40,1.73,13.97,0:07.15,127145564, 12 ,219%
RefSeqV205_Complete_ani100_cHIGH_stTrue_r9_0.70,435.38,155.90,1:25.90,1161893412, 12 ,688%
RefSeqV205_Complete_HMP_even_illum_SRR172902_0.90,81.85,104.15,0:40.67,939545432, 12 ,457%
RefSeqV205_Complete_MGRG_nanopore_b7.pass.2d_0.50,0.36,2.26,0:02.48,19246836, 12 ,105%
RefSeqV205_Complete_Huttenhower_LC5_0.60,4.22,24.15,0:09.51,225259968, 12 ,298%
RefSeqV205_Complete_ani99_cLOW_stFalse_r9_0.40,361.47,127.78,1:09.89,1070469900, 12 ,700%
RefSeqV205_Complete_RM1_S001__insert_5000_0.85,1010.31,150.95,2:08.93,1161793384, 12 ,900%
RefSeqV205_Complete_ani100_cLOW_stTrue_r1_0.00,449.57,146.11,1:27.68,1143848784, 12 ,679%
RefSeqV205_Complete_MGRG_nanopore_b1.pass.2d_0.75,0.16,0.27,0:00.34,2209640, 12 ,126%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r9_0.80,380.63,143.67,1:17.43,1161937380, 12 ,677%
RefSeqV205_Complete_ani100_cHIGH_stTrue_r2_0.65,440.12,152.56,1:26.14,1161906704, 12 ,687%
RefSeqV205_Complete_ani95_cLOW_stFalse_r7_0.40,391.45,106.38,1:07.55,898454828, 12 ,736%
RefSeqV205_Complete_RH_S002__insert_270_0.60,3025.90,200.61,5:01.57,1162603040, 12 ,1069%
RefSeqV205_Complete_ani100_cLOW_stFalse_r5_0.25,390.07,136.86,1:17.85,1114879640, 12 ,676%
RefSeqV205_Complete_ani100_cLOW_stFalse_r7_1.00,421.51,141.59,1:21.85,1146995972, 12 ,687%
RefSeqV205_Complete_MGRG_nanopore_b4.pass.2d_0.90,0.10,0.02,0:00.04,88644, 12 ,278%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r2_0.95,370.42,141.28,1:19.22,1161190568, 12 ,645%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r5_0.15,372.86,139.01,1:16.92,1161895020, 12 ,665%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.frankengenome.mix_0.70,132.58,115.93,0:50.59,1035621560, 12 ,491%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r7_0.05,375.00,135.37,1:15.23,1161914860, 12 ,678%
RefSeqV205_Complete_ABRF_MGRG_Half_0.00,98.02,71.12,0:32.48,572119668, 12 ,520%
RefSeqV205_Complete_ani99_cLOW_stFalse_r2_0.55,372.52,136.11,1:14.99,1122137044, 12 ,678%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r2_0.95,370.81,140.98,1:16.01,1161803780, 12 ,673%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r0_0.85,368.43,137.17,1:15.33,1161930044, 12 ,671%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r5_0.15,372.13,137.89,1:14.39,1161316640, 12 ,685%
RefSeqV205_Complete_ani100_cHIGH_stFalse_r9_0.35,441.75,146.70,1:24.81,1161954392, 12 ,693%
RefSeqV205_Complete_ani99_cLOW_stTrue_r5_0.40,355.66,136.04,1:14.29,1159366592, 12 ,661%
RefSeqV205_Complete_NegControl_MH2_0.55,18.08,86.50,0:30.49,821252108, 12 ,342%
RefSeqV205_Complete_ani100_cLOW_stFalse_r8_1.00,402.48,149.36,1:30.29,1124734844, 12 ,611%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r5_0.85,384.50,139.44,1:15.52,1161941796, 12 ,693%
RefSeqV205_Complete_ani95_cLOW_stTrue_r2_0.35,384.91,131.91,1:14.93,1143036776, 12 ,689%
RefSeqV205_Complete_ani95_cLOW_stFalse_r8_0.40,401.63,92.42,1:03.57,732395388, 12 ,777%
RefSeqV205_Complete_Huttenhower_LC1_0.75,4.18,25.08,0:09.75,231595912, 12 ,300%
RefSeqV205_Complete_ani100_cLOW_stTrue_r5_0.15,403.51,138.45,1:18.43,1155642704, 12 ,690%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r8_0.05,370.98,136.64,1:14.36,1161099292, 12 ,682%
RefSeqV205_Complete_RH_S001__insert_270_0.00,2940.90,189.95,5:02.82,1163842728, 12 ,1033%
RefSeqV205_Complete_Huttenhower_HC2_0.65,16.52,75.85,0:28.20,726855212, 12 ,327%
RefSeqV205_Complete_ani100_cLOW_stTrue_r2_0.95,404.00,131.97,1:16.04,1105183024, 12 ,704%
RefSeqV205_Complete_ani97_cLOW_stTrue_r0_0.25,365.23,137.49,1:14.42,1159886032, 12 ,675%
RefSeqV205_Complete_RL_S001__insert_270_0.05,2862.97,188.72,4:49.00,1163765924, 12 ,1055%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r2_0.05,349.60,136.84,1:16.31,1161952440, 12 ,637%
RefSeqV205_Complete_ani100_cHIGH_stFalse_r6_0.35,407.38,136.28,1:19.50,1161939772, 12 ,683%
RefSeqV205_Complete_ani97_cLOW_stTrue_r2_1.00,369.43,141.22,1:16.81,1157994068, 12 ,664%
RefSeqV205_Complete_ani97_cLOW_stFalse_r5_0.45,366.84,137.65,1:15.32,1149835476, 12 ,669%
RefSeqV205_Complete_ani95_cLOW_stFalse_r9_0.90,408.61,137.15,1:18.04,1149492176, 12 ,699%
RefSeqV205_Complete_ani97_cLOW_stTrue_r6_0.75,341.60,133.67,1:10.54,1158491676, 12 ,673%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r4_0.55,382.74,137.78,1:15.48,1161923972, 12 ,689%
RefSeqV205_Complete_ani100_cHIGH_stFalse_r0_0.65,394.80,140.28,1:20.76,1161887788, 12 ,662%
RefSeqV205_Complete_ani97_cLOW_stFalse_r3_0.15,363.49,138.28,1:14.86,1138519616, 12 ,670%
RefSeqV205_Complete_Huttenhower_LC7_0.25,4.03,22.95,0:09.20,205869704, 12 ,293%
RefSeqV205_Complete_ani100_cLOW_stTrue_r3_0.45,385.05,135.99,1:16.24,1153409420, 12 ,683%
RefSeqV205_Complete_Huttenhower_LC5_1.00,4.37,24.53,0:09.83,225187980, 12 ,294%
RefSeqV205_Complete_ani97_cLOW_stFalse_r4_0.95,372.31,130.00,1:11.54,1089846452, 12 ,702%
RefSeqV205_Complete_RH_S005__insert_270_0.45,2938.08,190.47,4:54.87,1163008992, 12 ,1060%
RefSeqV205_Complete_Carma_eval_carma_1.00,1.44,12.25,0:08.17,114671772, 12 ,167%
RefSeqV205_Complete_ani95_cLOW_stTrue_r4_0.65,388.09,135.46,1:17.53,1158932184, 12 ,675%
RefSeqV205_Complete_ani99_cLOW_stTrue_r3_0.10,358.04,138.06,1:15.12,1160553752, 12 ,660%
RefSeqV205_Complete_ani97_cLOW_stTrue_r9_0.75,364.71,134.34,1:13.12,1159782404, 12 ,682%
RefSeqV205_Complete_ani95_cLOW_stFalse_r6_0.90,385.48,125.75,1:13.28,1122049304, 12 ,697%
RefSeqV205_Complete_ani99_cLOW_stFalse_r3_0.85,371.92,135.06,1:15.60,1136720496, 12 ,670%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r3_0.45,376.47,142.43,1:17.10,1161638864, 12 ,672%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r1_0.55,366.12,139.60,1:16.13,1158445764, 12 ,664%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.hous1_0.15,11.74,45.22,0:16.74,422895900, 12 ,340%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r3_0.45,381.21,149.13,1:25.97,1161902228, 12 ,616%
RefSeqV205_Complete_ani99_cLOW_stFalse_r4_0.05,357.91,131.76,1:12.02,1153844284, 12 ,679%
RefSeqV205_Complete_Huttenhower_LC8_0.25,4.21,26.11,0:10.31,235379948, 12 ,294%
RefSeqV205_Complete_ani95_cLOW_stFalse_r1_0.10,379.12,127.32,1:17.14,1115081096, 12 ,656%
RefSeqV205_Complete_ani100_cHIGH_stTrue_r4_0.35,412.95,153.50,1:24.07,1161932012, 12 ,673%
RefSeqV205_Complete_ani100_cLOW_stFalse_r3_0.75,528.97,170.48,1:40.15,1145060956, 12 ,698%
RefSeqV205_Complete_ani99_cLOW_stTrue_r4_0.90,360.79,134.37,1:12.61,1145665240, 12 ,681%
RefSeqV205_Complete_Huttenhower_LC3_0.30,4.32,23.06,0:09.23,217967956, 12 ,296%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r8_0.50,368.50,141.95,1:15.83,1161911416, 12 ,673%
RefSeqV205_Complete_ani100_cLOW_stTrue_r7_0.50,396.44,136.50,1:18.72,1137225844, 12 ,677%
RefSeqV205_Complete_ani97_cLOW_stFalse_r0_0.80,364.47,136.17,1:13.01,1141323544, 12 ,685%
RefSeqV205_Complete_ani100_cLOW_stFalse_r8_0.60,407.94,138.44,1:20.23,1124588732, 12 ,680%
RefSeqV205_Complete_ani95_cLOW_stTrue_r0_0.70,382.85,134.83,1:17.44,1156096088, 12 ,668%
RefSeqV205_Complete_ani97_cLOW_stTrue_r2_0.60,366.50,137.70,1:13.64,1157993848, 12 ,684%
RefSeqV205_Complete_MGRG_nanopore_b8.pass.2d_0.05,0.16,0.30,0:00.36,2393556, 12 ,125%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r0_0.40,393.88,140.80,1:16.62,1161944508, 12 ,697%
RefSeqV205_Complete_ani99_cLOW_stTrue_r8_0.05,360.02,136.84,1:12.97,1155536060, 12 ,680%
RefSeqV205_Complete_ani100_cHIGH_stFalse_r4_0.70,426.35,140.78,1:20.81,1161960756, 12 ,701%
RefSeqV205_Complete_ani97_cLOW_stFalse_r7_0.00,375.48,130.65,1:17.64,1133378772, 12 ,651%
RefSeqV205_Complete_MGRG_nanopore_R6_2d_pass_0.10,17.04,83.00,0:29.67,791318392, 12 ,337%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r8_0.50,388.68,142.19,1:18.00,1161889460, 12 ,680%
RefSeqV205_Complete_MGRG_nanopore_b1.fail.2d_0.30,0.26,1.20,0:01.35,10246012, 12 ,108%
RefSeqV205_Complete_MGRG_nanopore_b7.fail.2d_0.15,2.45,19.81,0:08.49,182659900, 12 ,262%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.nycsm_0.35,8.14,27.83,0:10.78,256406760, 12 ,333%
RefSeqV205_Complete_ani99_cLOW_stFalse_r8_0.90,357.89,132.86,1:11.99,1140005012, 12 ,681%
RefSeqV205_Complete_Mavromatis_simHC_0.75,24.13,99.47,0:37.58,936692424, 12 ,328%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r5_0.40,368.08,140.25,1:16.55,1161630000, 12 ,664%
RefSeqV205_Complete_ani100_cLOW_stTrue_r8_0.50,411.69,140.82,1:20.29,1156199988, 12 ,688%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r7_0.50,367.12,140.39,1:16.06,1161933916, 12 ,667%
RefSeqV205_Complete_ani99_cLOW_stFalse_r0_0.10,360.74,121.15,1:09.22,1058023688, 12 ,696%
RefSeqV205_Complete_ani95_cLOW_stFalse_r5_0.05,428.98,138.47,1:22.37,1137317768, 12 ,688%
RefSeqV205_Complete_ani100_cHIGH_stTrue_r0_0.20,438.68,147.39,1:26.60,1161949944, 12 ,676%
RefSeqV205_Complete_ani100_cLOW_stFalse_r7_0.60,462.09,151.78,1:27.13,1146985200, 12 ,704%
RefSeqV205_Complete_ani99_cLOW_stTrue_r0_0.85,357.43,135.73,1:12.85,1158317664, 12 ,676%
RefSeqV205_Complete_RH_S002__insert_270_1.00,2925.46,192.71,4:52.06,1161813572, 12 ,1067%
RefSeqV205_Complete_ani97_cLOW_stFalse_r8_0.00,363.72,128.19,1:15.12,1116128332, 12 ,654%
RefSeqV205_Complete_ani99_cLOW_stTrue_r7_0.05,339.62,132.81,1:15.81,1149746752, 12 ,623%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.gut_0.55,7.46,26.34,0:10.61,236797888, 12 ,318%
RefSeqV205_Complete_ani95_cLOW_stFalse_r2_0.85,438.30,136.65,1:20.09,1117778640, 12 ,717%
RefSeqV205_Complete_RH_S003__insert_270_0.85,2990.14,209.90,5:08.78,1161979316, 12 ,1036%
RefSeqV205_Complete_ani99_cLOW_stFalse_r7_0.90,370.22,129.99,1:12.59,1117233812, 12 ,689%
RefSeqV205_Complete_MGRG_nanopore_b9.pass.2d_0.45,0.11,0.01,0:00.05,70732, 12 ,255%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.hous2_0.80,8.06,30.73,0:11.72,281200516, 12 ,330%
RefSeqV205_Complete_ABRF_MGRG_5ng_0.30,86.13,75.44,0:32.41,652335656, 12 ,498%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r7_0.50,384.11,141.50,1:17.64,1161902608, 12 ,676%
RefSeqV205_Complete_JGI_SRR033548_0.55,1.12,7.88,0:04.42,68178976, 12 ,203%
RefSeqV205_Complete_Mavromatis_simLC_0.80,20.76,82.24,0:31.55,772697128, 12 ,326%
RefSeqV205_Complete_ani97_cHIGH_stFalse_r1_0.75,372.88,132.82,1:16.05,1161865400, 12 ,664%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r9_0.65,355.51,134.92,1:11.50,1161926720, 12 ,685%
RefSeqV205_Complete_ani99_cLOW_stTrue_r1_0.20,360.67,134.42,1:12.47,1132741380, 12 ,683%
RefSeqV205_Complete_ani100_cHIGH_stTrue_r1_0.85,514.48,159.37,1:34.53,1161862420, 12 ,712%
RefSeqV205_Complete_ani95_cLOW_stFalse_r3_0.20,399.35,134.57,1:16.55,1129629276, 12 ,697%
RefSeqV205_Complete_ani100_cHIGH_stTrue_r6_0.05,412.20,157.06,1:36.91,1161896352, 12 ,587%
RefSeqV205_Complete_ani100_cLOW_stFalse_r1_0.45,454.96,146.88,1:25.33,1127618752, 12 ,705%
RefSeqV205_Complete_ani95_cLOW_stTrue_r9_0.55,370.75,133.96,1:15.31,1155841792, 12 ,670%
RefSeqV205_Complete_NA12878_NegControl_SL126487_0_0.45,786.42,155.59,1:52.46,1162374860, 12 ,837%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.hous1_1.00,12.41,44.83,0:16.87,422804056, 12 ,339%
RefSeqV205_Complete_ani99_cHIGH_stFalse_r3_0.65,374.80,137.56,1:15.35,1161479196, 12 ,679%
RefSeqV205_Complete_ani99_cHIGH_stTrue_r1_0.75,376.77,138.90,1:14.94,1161908840, 12 ,688%
RefSeqV205_Complete_MGRG_nanopore_b9.fail.2d_0.75,0.15,0.49,0:00.55,3797592, 12 ,117%
RefSeqV205_Complete_ani99_cLOW_stFalse_r6_0.35,360.68,133.41,1:12.74,1145762540, 12 ,679%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.7_0.75,77.61,119.57,0:46.25,1117915584, 12 ,426%
RefSeqV205_Complete_Huttenhower_LC2_0.95,4.40,25.28,0:09.95,238965504, 12 ,298%
RefSeqV205_Complete_JGI_SRR033547_0.55,0.11,0.03,0:00.12,218160, 12 ,128%
RefSeqV205_Complete_ani97_cLOW_stTrue_r4_0.45,363.32,135.05,1:13.33,1153058420, 12 ,679%
RefSeqV205_Complete_ani97_cLOW_stFalse_r3_1.00,359.06,138.50,1:14.52,1138562128, 12 ,667%
RefSeqV205_Complete_ani97_cHIGH_stTrue_r6_0.65,386.68,141.03,1:16.06,1161938472, 12 ,693%
RefSeqV205_Complete_UnAmbiguouslyMapped_ds.cityparks_0.30,21.42,76.76,0:28.85,709332084, 12 ,340%
RefSeqV205_Complete_ani100_cHIGH_stFalse_r2_0.55,419.96,142.05,1:21.57,1161753212, 12 ,688%
RefSeqV205_Complete_ani97_cLOW_stFalse_r1_0.25,344.70,129.18,1:09.03,1077531660, 12 ,686%
